arm,step,seed_i,seed_j,rmse,rmse_over_initial
mcq,1,5,6,0.10674552981610111,1.3285150493858904
mcq,1,5,7,0.10696122730884798,1.331284978894381
mcq,1,6,7,0.10655889309064157,1.3297585021864124
mcq,2,0,1,0.13234578082620915,1.6496511791015536
mcq,2,0,2,0.13167823779024831,1.642264060046129
mcq,2,0,3,0.13158123045510844,1.644299907448544
mcq,2,0,4,0.13354136906667144,1.66538846851487
mcq,2,0,5,0.1338534434690024,1.671061861026161
mcq,2,0,6,0.13213998892600728,1.646180651685246
mcq,2,0,7,0.13390390172562025,1.6681717477625826
mcq,2,1,2,0.13245376369628387,1.6552980364120893
mcq,2,1,3,0.1324804546786767,1.6512744952563547
mcq,2,1,4,0.13374443673492267,1.666169822475836
mcq,2,1,5,0.13444056075724978,1.673334473564916
mcq,2,1,6,0.13208541858084163,1.6444330712569308
mcq,2,1,7,0.13421983523581713,1.678042190747168
mcq,2,2,3,0.13242240572399996,1.651827339214849
mcq,2,2,4,0.13247783477102745,1.647186722066009
mcq,2,2,5,0.1331891058955806,1.6608244115348443
mcq,2,2,6,0.1316098129079293,1.6404126784185373
mcq,2,2,7,0.13411055599153837,1.6763935995693051
mcq,2,3,4,0.1327657725567039,1.6522041203168836
mcq,2,3,5,0.13289447658081918,1.659338494486021
mcq,2,3,6,0.13105325303827373,1.6297710584666854
mcq,2,3,7,0.13351622047031866,1.6638685841325944
mcq,2,4,5,0.13438376458664125,1.6772155239500237
mcq,2,4,6,0.13258783991313944,1.6464974201865687
mcq,2,4,7,0.13348960864597093,1.6633429467779315
mcq,2,5,6,0.13260170023228626,1.6503113023677827
mcq,2,5,7,0.13531042619097847,1.6841311791954852
mcq,2,6,7,0.13327333163602437,1.6631305066857633
mcq,3,0,1,0.15590895382417191,1.9433591906210663
mcq,3,0,2,0.15438557688985144,1.9254653507708757
mcq,3,0,3,0.15513425388584776,1.9386293806822734
mcq,3,0,4,0.15838370594054116,1.9751961457152518
mcq,3,0,5,0.15829242608982563,1.976164596686423
mcq,3,0,6,0.15664399079187916,1.9514479223147676
mcq,3,0,7,0.15863603705860851,1.9762841245689848
mcq,3,1,2,0.15509468213661293,1.9382455857378955
mcq,3,1,3,0.15593752084295298,1.9436501153775063
mcq,3,1,4,0.15839267268767085,1.9732341604350196
mcq,3,1,5,0.15846382368782844,1.9723435955354494
mcq,3,1,6,0.15624547807217842,1.9452202532029303
mcq,3,1,7,0.15885695742013128,1.9860602300424501
mcq,3,2,3,0.15517212673571684,1.9356056841347205
mcq,3,2,4,0.15598494032453536,1.9394665001048514
mcq,3,2,5,0.15604278599330065,1.9458022972596625
mcq,3,2,6,0.15506877296701954,1.9328101422031485
mcq,3,2,7,0.1581599138294813,1.9770126616200443
mcq,3,3,4,0.15694292074142094,1.9530767253494847
mcq,3,3,5,0.15683730389302858,1.9582918900533615
mcq,3,3,6,0.15498997710561843,1.9274468445692112
mcq,3,3,7,0.15827059349260061,1.9723556237341286
mcq,3,4,5,0.15951381863846506,1.990858447282832
mcq,3,4,6,0.1575952328040763,1.9570433036363157
mcq,3,4,7,0.15868641003077524,1.9773068746813465
mcq,3,5,6,0.1572807127241131,1.9574570868878287
mcq,3,5,7,0.16045771613933785,1.9971250575424955
mcq,3,6,7,0.15829699741096617,1.975403197917598
mcq,4,0,1,0.17754879009399047,2.213093376291466
mcq,4,0,2,0.17577622371041451,2.1922451245897525
mcq,4,0,3,0.17709207517272085,2.213024470201482
mcq,4,0,4,0.1809857621333612,2.257065382277107
mcq,4,0,5,0.17713996582450633,2.2114622775570214
mcq,4,0,6,0.17846293441025488,2.2232651300859434
mcq,4,0,7,0.17983570534188945,2.2403891075931
mcq,4,1,2,0.17617243649269262,2.2016579979181765
mcq,4,1,3,0.17747961913630086,2.2121570251128957
mcq,4,1,4,0.18064463280667648,2.250446023196127
mcq,4,1,5,0.17652464270504112,2.197140270825195
mcq,4,1,6,0.1775280577710375,2.2101834737801145
mcq,4,1,7,0.17972095119958867,2.2469058924432725
mcq,4,2,3,0.1766884162505985,2.2039982953762025
mcq,4,2,4,0.1777656182120554,2.2102804326840535
mcq,4,2,5,0.17390888275857683,2.168586656739314
mcq,4,2,6,0.17608750525955386,2.1947920884967678
mcq,4,2,7,0.1789636908874795,2.2370616819901885
mcq,4,3,4,0.17908903678293406,2.228674143781832
mcq,4,3,5,0.17561425444796003,2.192743446404616
mcq,4,3,6,0.1764382250023478,2.194176077659669
mcq,4,3,7,0.17956202131999138,2.2376877140863822
mcq,4,4,5,0.17888992404730397,2.2326875468422824
mcq,4,4,6,0.17958837870480002,2.230157776359088
mcq,4,4,7,0.18006470239076017,2.2436903945060616
mcq,4,5,6,0.17570357995055186,2.186741220896317
mcq,4,5,7,0.17837941646461997,2.2201861708036836
mcq,4,6,7,0.17885269729959674,2.231919720401064
mcq,5,0,1,0.19712725959131486,2.4571332322629753
mcq,5,0,2,0.1956147557863389,2.4396672406440407
mcq,5,0,3,0.19704297767271903,2.4623401744306967
mcq,5,0,4,0.20166077892356166,2.5149025962385783
mcq,5,0,5,0.195880523278301,2.4454243632814583
mcq,5,0,6,0.19856745873073495,2.473724353041092
mcq,5,0,7,0.19915678311728607,2.4810906529990273
mcq,5,1,2,0.19499337336456787,2.4368665641231178
mcq,5,1,3,0.1964639680076337,2.4487834103129935
mcq,5,1,4,0.2005233356570645,2.498092172881787
mcq,5,1,5,0.19389986301117715,2.4134035395907913
mcq,5,1,6,0.19663390008373025,2.448046814720982
mcq,5,1,7,0.19815741448940422,2.477402101845682
mcq,5,2,3,0.19630166275633773,2.4486524882358665
mcq,5,2,4,0.19787006164801535,2.460252606062922
mcq,5,2,5,0.19189045466698001,2.392810953331999
mcq,5,2,6,0.19567170912750526,2.4388937676336835
mcq,5,2,7,0.19797043812858892,2.4746476735480623
mcq,5,3,4,0.19907478278169202,2.477386829671199
mcq,5,3,5,0.19393290186585818,2.421472567505068
mcq,5,3,6,0.19609982609038426,2.4386866691444955
mcq,5,3,7,0.1986886413305764,2.4760421405684356
mcq,5,4,5,0.1978901004530656,2.4698247555189043
mcq,5,4,6,0.19986033297574832,2.4818982107090464
mcq,5,4,7,0.19934178038974812,2.483891800812847
mcq,5,5,6,0.19404585968870394,2.4150223930836825
mcq,5,5,7,0.19592064250565228,2.438511739118152
mcq,5,6,7,0.1978330703574507,2.468777590413678
mcq,6,0,1,0.21571287832697023,2.6887974959078202
mcq,6,0,2,0.21413639188967712,2.6706652993681965
mcq,6,0,3,0.21594267201372183,2.698519495358381
mcq,6,0,4,0.21939596778835632,2.7360773470202355
mcq,6,0,5,0.21176780152360122,2.6437653552140263
mcq,6,0,6,0.21785486834348988,2.7140040805006134
mcq,6,0,7,0.21715018743676837,2.705252072830803
mcq,6,1,2,0.21251918181212637,2.655889682079198
mcq,6,1,3,0.21441175605317594,2.6724898032126325
mcq,6,1,4,0.2174471732924384,2.7089270175821185
mcq,6,1,5,0.20868323325961563,2.5974069603802428
mcq,6,1,6,0.2149956925013237,2.676646905658083
mcq,6,1,7,0.2153850197634753,2.6927849358704647
mcq,6,2,3,0.21438730223662741,2.674251423532294
mcq,6,2,4,0.2147017014990616,2.6695317939448775
mcq,6,2,5,0.20675541367423594,2.578172110535582
mcq,6,2,6,0.21404673357880422,2.6679239775409673
mcq,6,2,7,0.21522657417822458,2.690350873143563
mcq,6,3,4,0.216061409883974,2.688776969977806
mcq,6,3,5,0.20924123712112683,2.612614521851958
mcq,6,3,6,0.21490689592693335,2.67257035690933
mcq,6,3,7,0.21641667557326683,2.6969675017787376
mcq,6,4,5,0.21202415533723734,2.646228924140112
mcq,6,4,6,0.2173395546841597,2.69895803662236
mcq,6,4,7,0.21537344148627702,2.6836537948776216
mcq,6,5,6,0.20967053810015232,2.6094813127891237
mcq,6,5,7,0.2102307291021781,2.61662117009564
mcq,6,6,7,0.21568368919429362,2.6915371506822847
mcq,7,0,1,0.233143585080856,2.90606612184823
mcq,7,0,2,0.2313080320289023,2.8848264844352056
mcq,7,0,3,0.23335150956165523,2.916068380331149
mcq,7,0,4,0.2355063039566683,2.9369886321607206
mcq,7,0,5,0.22787317228256118,2.8448290718842397
mcq,7,0,6,0.23574996212785387,2.936938541047666
mcq,7,0,7,0.23193205625541538,2.8894042567823
mcq,7,1,2,0.22883086820793136,2.8597397027057037
mcq,7,1,3,0.23107722708174516,2.8802130279528884
mcq,7,1,4,0.23286189594673756,2.9009615151315895
mcq,7,1,5,0.22380350667889892,2.785603696690342
mcq,7,1,6,0.232088387248247,2.8894470225880013
mcq,7,1,7,0.22967275271563303,2.871412920785852
mcq,7,2,3,0.2309640050960665,2.881027994517817
mcq,7,2,4,0.229788885985866,2.857120985774418
mcq,7,2,5,0.22180490292655675,2.7658342992958342
mcq,7,2,6,0.23087867108585317,2.877720823831052
mcq,7,2,7,0.22931333562580972,2.8664366149018874
mcq,7,3,4,0.2312652988428913,2.87798181923242
mcq,7,3,5,0.22457602464853588,2.8040867628635646
mcq,7,3,6,0.23210227821388246,2.886411186807355
mcq,7,3,7,0.23067497573362197,2.8746533111611385
mcq,7,4,5,0.22605763697520947,2.8213778592117986
mcq,7,4,6,0.23326685592434604,2.8967458610539305
mcq,7,4,7,0.2281660327344147,2.8430554639621097
mcq,7,5,6,0.2253572386631638,2.804712137059457
mcq,7,5,7,0.22281132548174126,2.7732046294204378
mcq,7,6,7,0.23038033988989914,2.87493804430382
mcq,8,0,1,0.2491817261702389,3.1059768269234467
mcq,8,0,2,0.24717543067852255,3.0827214362966107
mcq,8,0,3,0.24902819544169005,3.111971497002759
mcq,8,0,4,0.2504220217981045,3.1230018853298387
mcq,8,0,5,0.24324978668068,3.036794801016584
mcq,8,0,6,0.25170549122258395,3.135710188424247
mcq,8,0,7,0.24638096790734257,3.0694084679594473
mcq,8,1,2,0.2445545177879465,3.0562409235748325
mcq,8,1,3,0.24671474267383597,3.075123520440421
mcq,8,1,4,0.24777934900823834,3.086801096396074
mcq,8,1,5,0.23887844624843044,2.9732361784839334
mcq,8,1,6,0.24798057280694827,3.0873010763364497
mcq,8,1,7,0.24432923588424554,3.054651091818448
mcq,8,2,3,0.2466189343070566,3.076306428879472
mcq,8,2,4,0.2445393774608755,3.0405238451552177
mcq,8,2,5,0.23690929387353316,2.954181094158857
mcq,8,2,6,0.24661932549077664,3.073915685611646
mcq,8,2,7,0.2438775368578702,3.0484903954395364
mcq,8,3,4,0.245716035861521,3.057814066535455
mcq,8,3,5,0.239585189444732,2.9914932342022484
mcq,8,3,6,0.24778307572649458,3.0814167236196925
mcq,8,3,7,0.24500492083843417,3.0532319541773414
mcq,8,4,5,0.2402737408253698,2.998806063734243
mcq,8,4,6,0.24812407330502145,3.0812452095949343
mcq,8,4,7,0.2415942403644949,3.010377210395574
mcq,8,5,6,0.24046621900353657,2.992752870921018
mcq,8,5,7,0.23649044310742431,2.943460751921893
mcq,8,6,7,0.24491779185969287,3.056352281973464
mcq,9,0,1,0.2615997195456955,3.2607634569619046
mcq,9,0,2,0.26086383513530903,3.2534404180813175
mcq,9,0,3,0.26224480615455,3.2771323766872924
mcq,9,0,4,0.26332285181636045,3.283887562156676
mcq,9,0,5,0.2566381616764866,3.2039388225433054
mcq,9,0,6,0.26503160888150434,3.3017250127820703
mcq,9,0,7,0.25901081256122915,3.2267507840438245
mcq,9,1,2,0.2581685597760818,3.2263780064459953
mcq,9,1,3,0.2599967120865559,3.240673807772953
mcq,9,1,4,0.26075247292356357,3.24841849221939
mcq,9,1,5,0.2519814024747984,3.1363240757352933
mcq,9,1,6,0.261306886200458,3.25321061198144
mcq,9,1,7,0.2572932687450951,3.2167299236432476
mcq,9,2,3,0.2614212066767333,3.2609488845806465
mcq,9,2,4,0.25888724148576614,3.2189205645208108
mcq,9,2,5,0.2517208244947262,3.13887601693399
mcq,9,2,6,0.2613575069383582,3.2576155114016805
mcq,9,2,7,0.2582394114863037,3.2280150758565034
mcq,9,3,4,0.2595590533542101,3.230083546075231
mcq,9,3,5,0.2540082034658384,3.171580947307307
mcq,9,3,6,0.26224962927420037,3.2613219891602876
mcq,9,3,7,0.2589317088371649,3.2267864852098778
mcq,9,4,5,0.25436956797450616,3.1747331200283475
mcq,9,4,6,0.2622052660276316,3.256107757367914
mcq,9,4,7,0.25510574733081404,3.178736905511409
mcq,9,5,6,0.254823539286149,3.1714387240631963
mcq,9,5,7,0.25034606478533317,3.1159137190123105
mcq,9,6,7,0.258861479245959,3.2303568752639062
mcq,10,0,1,0.2742554994329086,3.418514025835773
mcq,10,0,2,0.2742506964635979,3.4203986156180277
mcq,10,0,3,0.2751819568714825,3.4388009950223184
mcq,10,0,4,0.276133474454604,3.443648266763313
mcq,10,0,5,0.2699319745258752,3.3699023051740475
mcq,10,0,6,0.2781181644108607,3.4647554071745965
mcq,10,0,7,0.27177005902585694,3.3857051849293605
mcq,10,1,2,0.2715296737424747,3.3933542032384225
mcq,10,1,3,0.2730467018534139,3.4033326340702743
mcq,10,1,4,0.27365399454738554,3.4091438765300386
mcq,10,1,5,0.2650810157658472,3.2993703646440453
mcq,10,1,6,0.2744318340846148,3.416613193364951
mcq,10,1,7,0.27038621820999587,3.3804204956427064
mcq,10,2,3,0.2753999056314409,3.4353181461402498
mcq,10,2,4,0.2726083245488326,3.3895240913138887
mcq,10,2,5,0.2659023814219732,3.3157153746274663
mcq,10,2,6,0.27534006968180386,3.431897145075738
mcq,10,2,7,0.2721705972199096,3.402156107675816
mcq,10,3,4,0.27283120520233767,3.395248886107295
mcq,10,3,5,0.26783086173710824,3.3441725369336437
mcq,10,3,6,0.2760001362282358,3.432322538581118
mcq,10,3,7,0.272461458801688,3.3953931596486853
mcq,10,4,5,0.26804751130631804,3.345444656220154
mcq,10,4,6,0.2757312510404709,3.424075645250482
mcq,10,4,7,0.2684160220961433,3.3445891533017464
mcq,10,5,6,0.26864872887829916,3.3435018771097633
mcq,10,5,7,0.26399971779931747,3.2858528981137987
mcq,10,6,7,0.2724545227272012,3.3999857501096313
mcq,11,0,1,0.286332911155435,3.5690554058796398
mcq,11,0,2,0.286091296552057,3.5680721591053746
mcq,11,0,3,0.28717307705371664,3.5886475782899736
mcq,11,0,4,0.2880089357124602,3.5917466154275
mcq,11,0,5,0.2827520291314335,3.5299512643372264
mcq,11,0,6,0.29066173335258205,3.6210213540902134
mcq,11,0,7,0.2837355549426148,3.534771059628103
mcq,11,1,2,0.2830956596497254,3.5378963681960127
mcq,11,1,3,0.284863357829406,3.550618833228489
mcq,11,1,4,0.2852624294270221,3.553760163792595
mcq,11,1,5,0.2773859927172296,3.452526093935806
mcq,11,1,6,0.28669397026376936,3.5692739675359966
mcq,11,1,7,0.28232420471953035,3.5296714986734687
mcq,11,2,3,0.2871363568396847,3.581717774399115
mcq,11,2,4,0.2839664473795122,3.53074733176484
mcq,11,2,5,0.2783273898288192,3.4706511491178653
mcq,11,2,6,0.28745017485107005,3.5828400696017653
mcq,11,2,7,0.2838634793255035,3.5483181497120357
mcq,11,3,4,0.28450184392712197,3.54048419048202
mcq,11,3,5,0.28052003523441343,3.502611281635614
mcq,11,3,6,0.28846534600452894,3.5873392028770086
mcq,11,3,7,0.28449418218615113,3.5453440071969546
mcq,11,4,5,0.2805166174845904,3.5010689499457253
mcq,11,4,6,0.28799067518535804,3.5763151737076404
mcq,11,4,7,0.2801950081179877,3.4913608272796974
mcq,11,5,6,0.28170749479754265,3.506026406989475
mcq,11,5,7,0.2766248924565805,3.442991197664162
mcq,11,6,7,0.2849425088618076,3.555824509841805
mcq,12,0,1,0.29787013894098696,3.712863552245798
mcq,12,0,2,0.2975140233867185,3.7105340728057286
mcq,12,0,3,0.29850579246736036,3.7302664310803233
mcq,12,0,4,0.2992750968906354,3.7322464099233583
mcq,12,0,5,0.2947274767716735,3.6794559263144513
mcq,12,0,6,0.30235386078993703,3.7666801672992087
mcq,12,0,7,0.29521655567287025,3.6778011043649492
mcq,12,1,2,0.2945877775961952,3.6815153922248585
mcq,12,1,3,0.29633473770183727,3.6936014117128884
mcq,12,1,4,0.2966109380316508,3.695138325223083
mcq,12,1,5,0.2892321198338866,3.599970680382649
mcq,12,1,6,0.298418110749982,3.715236819111399
mcq,12,1,7,0.2941039529890711,3.676944176798434
mcq,12,2,3,0.29860494889394934,3.7247761472927525
mcq,12,2,4,0.29516492116831133,3.669985547457268
mcq,12,2,5,0.29036987443255585,3.62081697740339
mcq,12,2,6,0.2991248537418511,3.7283557484539207
mcq,12,2,7,0.2955174936284711,3.693994340839128
mcq,12,3,4,0.29578883470138306,3.6809451865964227
mcq,12,3,5,0.29257315900701997,3.653108223038047
mcq,12,3,6,0.30023728101141944,3.733734340209295
mcq,12,3,7,0.2961998852641273,3.691219553538971
mcq,12,4,5,0.2924183951201886,3.6496125353589504
mcq,12,4,6,0.2996540731517247,3.7211531518722496
mcq,12,4,7,0.29174811939380524,3.635317996297525
mcq,12,5,6,0.2939490619291221,3.6583803855625234
mcq,12,5,7,0.2888192491787322,3.5947673537529896
mcq,12,6,7,0.29691584195263293,3.705240865579393
mcq,13,0,1,0.30890603339366707,3.8504227262719843
mcq,13,0,2,0.308524267386376,3.8478515849202104
mcq,13,0,3,0.3093101006776016,3.8652820630872475
mcq,13,0,4,0.310065274777953,3.866810237989186
mcq,13,0,5,0.3060130490288758,3.820348001184629
mcq,13,0,6,0.31331746658049076,3.903263164405558
mcq,13,0,7,0.30625546955616995,3.8153236412648677
mcq,13,1,2,0.30572122496477083,3.820652046808405
mcq,13,1,3,0.30729860975138396,3.8302582667076988
mcq,13,1,4,0.30752681287247624,3.831126794648201
mcq,13,1,5,0.3004271316493896,3.7393110632056024
mcq,13,1,6,0.30947831674486853,3.852933839027144
mcq,13,1,7,0.3054309125906308,3.818556003924517
mcq,13,2,3,0.30963142899549906,3.86231964823934
mcq,13,2,4,0.3060321068062928,3.8051046330012612
mcq,13,2,5,0.30184381805313487,3.763893286336435
mcq,13,2,6,0.31022626107034,3.8667260487193085
mcq,13,2,7,0.3068185727455948,3.8352588114850326
mcq,13,3,4,0.3065892138889279,3.8153505431202586
mcq,13,3,5,0.30389809119754807,3.7945128653879414
mcq,13,3,6,0.3112948257736604,3.8712453596872867
mcq,13,3,7,0.30736504786560515,3.830358927196278
mcq,13,4,5,0.3036701136169357,3.790042869275462
mcq,13,4,6,0.3106616818360582,3.8578474317779463
mcq,13,4,7,0.30286601990083584,3.7738522356209265
mcq,13,5,6,0.30534309189176595,3.8001862326514275
mcq,13,5,7,0.3003746168852471,3.7385903804733642
mcq,13,6,7,0.30823318688093165,3.846471083012115
mcq,14,0,1,0.3194533523160187,3.9818919502094334
mcq,14,0,2,0.31908057114183364,3.979507647117315
mcq,14,0,3,0.3196169440643524,3.9940811445998876
mcq,14,0,4,0.3203764796897005,3.9954008154000324
mcq,14,0,5,0.3166771752621934,3.95348177920202
mcq,14,0,6,0.32362651098356443,4.031691731500464
mcq,14,0,7,0.31683913474320025,3.9471747003098803
mcq,14,1,2,0.31637763088959275,3.9538270303673118
mcq,14,1,3,0.3177257108267913,3.9602246538781043
mcq,14,1,4,0.31793484488945395,3.960788627928197
mcq,14,1,5,0.31102052270592523,3.8711632835995835
mcq,14,1,6,0.3198598075149089,3.98218101055164
mcq,14,1,7,0.31626224293882804,3.953971378814986
mcq,14,2,3,0.3201482759258923,3.9935060225313816
mcq,14,2,4,0.31643113321675603,3.9344027775198107
mcq,14,2,5,0.31270826429811643,3.8993693631532564
mcq,14,2,6,0.3206769769025419,3.9969859918869686
mcq,14,2,7,0.3176636446381178,3.97082315221181
mcq,14,3,4,0.3168614928296161,3.943183954277496
mcq,14,3,5,0.3145393423394967,3.9273809732553926
mcq,14,3,6,0.3216406504372035,3.999905467099417
mcq,14,3,7,0.3180098307903263,3.963013370461409
mcq,14,4,5,0.3142732924516785,3.9223789159664535
mcq,14,4,6,0.3209823563699033,3.986011251368744
mcq,14,4,7,0.31349294166336367,3.9062686501939954
mcq,14,5,6,0.3159361718223476,3.9320237543853134
mcq,14,5,7,0.3113230324838835,3.8748590228204765
mcq,14,6,7,0.3188801716103564,3.9793358121394946
mcq,15,0,1,0.32937624424787304,4.105577875618543
mcq,15,0,2,0.3290339173291706,4.10364374579976
mcq,15,0,3,0.32932730464246623,4.115426301083524
mcq,15,0,4,0.33011196902632206,4.1168116695037105
mcq,15,0,5,0.32665396180424794,4.078034626360466
mcq,15,0,6,0.33320911479576054,4.151070407982991
mcq,15,0,7,0.3268421450893158,4.071791974615742
mcq,15,1,2,0.32646593922488254,4.079902398194654
mcq,15,1,3,0.32754535751978975,4.082619554891277
mcq,15,1,4,0.32775912425161263,4.083178150815371
mcq,15,1,5,0.3209809863767857,3.9951376789700146
mcq,15,1,6,0.32953983604551834,4.102695138586918
mcq,15,1,7,0.32648626597071934,4.081794080851102
mcq,15,2,3,0.33006846552478736,4.117249737200053
mcq,15,2,4,0.3262720225669623,4.0567612256254675
mcq,15,2,5,0.32291280582903453,4.026616644896833
mcq,15,2,6,0.3304466718511164,4.118757546027349
mcq,15,2,7,0.32795851606822507,4.099509939364565
mcq,15,3,4,0.3265351857572414,4.0635682597043825
mcq,15,3,5,0.32449726411321056,4.051716937768975
mcq,15,3,6,0.3312657363849237,4.119602507418343
mcq,15,3,7,0.32807137544270565,4.088399544485583
mcq,15,4,5,0.32421872181596434,4.046505729748144
mcq,15,4,6,0.3306012135031554,4.105459788017491
mcq,15,4,7,0.3235482479497588,4.031562468632888
mcq,15,5,6,0.3257475893987316,4.054132998008828
mcq,15,5,7,0.32161602519019505,4.002969992772375
mcq,15,6,7,0.3288134579378834,4.103294231428303
mcq,16,0,1,0.3386851503524321,4.22161064852346
mcq,16,0,2,0.33840241754373723,4.22048576508183
mcq,16,0,3,0.33844639755392736,4.2293827033642115
mcq,16,0,4,0.33922283942588916,4.230432928650733
mcq,16,0,5,0.3359827439009397,4.194497614294097
mcq,16,0,6,0.34211842294562367,4.262061265598538
mcq,16,0,7,0.3357542255688538,4.1828184695734105
mcq,16,1,2,0.3359317192341782,4.198197919780769
mcq,16,1,3,0.3367202449065203,4.196977990445438
mcq,16,1,4,0.33692739768940044,4.197395242001939
mcq,16,1,5,0.33027003054821547,4.11075515148701
mcq,16,1,6,0.3385221964466,4.214523458928326
mcq,16,1,7,0.3355702299006587,4.195363544759935
mcq,16,2,3,0.33934629995196425,4.232980760751016
mcq,16,2,4,0.3354650299478028,4.171064118028167
mcq,16,2,5,0.33244803900242986,4.145517871221359
mcq,16,2,6,0.33952505569190966,4.231912451599667
mcq,16,2,7,0.33703450437851706,4.212960581639878
mcq,16,3,4,0.33554916678427543,4.175742778080067
mcq,16,3,5,0.33376852793093975,4.167479197729702
mcq,16,3,6,0.340186153848733,4.230536329165686
mcq,16,3,7,0.3369921382720008,4.19956938561707
mcq,16,4,5,0.33343957193316026,4.161589222223207
mcq,16,4,6,0.3394891485251295,4.215831614680125
mcq,16,4,7,0.3325184120112113,4.143334907509599
mcq,16,5,6,0.33481688305004076,4.167006044063508
mcq,16,5,7,0.3307139443977124,4.116206569099137
mcq,16,6,7,0.33751117706852846,4.21183389084243
mcq,17,0,1,0.3473874829312392,4.330082661079829
mcq,17,0,2,0.34717435298210675,4.329887550443101
mcq,17,0,3,0.34697868467791726,4.336006109147664
mcq,17,0,4,0.34774772710633867,4.33674642339495
mcq,17,0,5,0.34466962357650355,4.302946922290567
mcq,17,0,6,0.3503916191426111,4.365127533560031
mcq,17,0,7,0.34439816423381675,4.290504459932606
mcq,17,1,2,0.3447722972275276,4.3086801815509554
mcq,17,1,3,0.3452683168807357,4.303523618393902
mcq,17,1,4,0.34548513605494735,4.304006371118121
mcq,17,1,5,0.3389173062107322,4.218384756622585
mcq,17,1,6,0.34683695087002264,4.318040238449963
mcq,17,1,7,0.3443409552710403,4.305016839961041
mcq,17,2,3,0.34800455078304515,4.340983144141995
mcq,17,2,4,0.3440658937624266,4.278004488077486
mcq,17,2,5,0.34133905747854476,4.256385951829361
mcq,17,2,6,0.3479467314011584,4.336882007453725
mcq,17,2,7,0.3458371641646754,4.322994593620509
mcq,17,3,4,0.3439559618411129,4.2803611685288105
mcq,17,3,5,0.34238213151467417,4.275029822635028
mcq,17,3,6,0.34843235154267554,4.333085590877315
mcq,17,3,7,0.3456192948095399,4.307080328352275
mcq,17,4,5,0.3420255715088773,4.268749278509147
mcq,17,4,6,0.3477235515606705,4.318087774548758
mcq,17,4,7,0.34120505243537463,4.251574509283008
mcq,17,5,6,0.3431967296173086,4.271298488865078
mcq,17,5,7,0.3395137175767326,4.225732293005431
mcq,17,6,7,0.3458711363834479,4.316158613580405
mcq,18,0,1,0.35550848406634916,4.4313085484060855
mcq,18,0,2,0.3553728217476972,4.432137176706987
mcq,18,0,3,0.35493798169016905,4.435469165507105
mcq,18,0,4,0.35571155684024175,4.436062989465472
mcq,18,0,5,0.3527793836173661,4.40419131582384
mcq,18,0,6,0.3580695426932593,4.460777981974046
mcq,18,0,7,0.3527115736001834,4.3940727238430535
mcq,18,1,2,0.35299717929272806,4.411467982760331
