target_index,seed,prompt_id,gold,A_raw,B_raw,A_EM,B_EM,B_minus_A_EM,A_prefix,B_prefix,A_overgeneration,B_overgeneration
10,0,original_open,no active preference,no active preference,no active preference,True,True,0,True,True,False,False
10,0,paraphrase_open,no active preference,no active preference,no active preference,True,True,0,True,True,False,False
10,0,new_rewrite_open,no active preference,No active preference stored.,no active preference,False,True,1,False,True,False,False
10,1,original_open,no active preference,no active preference,no active preference,True,True,0,True,True,False,False
10,1,paraphrase_open,no active preference,no active preference,no active preference,True,True,0,True,True,False,False
10,1,new_rewrite_open,no active preference,no active preference,no active preference,True,True,0,True,True,False,False
10,2,original_open,no active preference,no active preference,no active preference,True,True,0,True,True,False,False
10,2,paraphrase_open,no active preference,no active preference,no active preference,True,True,0,True,True,False,False
10,2,new_rewrite_open,no active preference,no active preference,no active preference,True,True,0,True,True,False,False
10,3,original_open,no active preference,no active preference,no active preference,True,True,0,True,True,False,False
10,3,paraphrase_open,no active preference,no active preference,no active preference,True,True,0,True,True,False,False
10,3,new_rewrite_open,no active preference,no active preference stored,no active preference,False,True,1,True,True,True,False
11,0,original_open,no active preference,no active preference,no active preference,True,True,0,True,True,False,False
11,0,paraphrase_open,no active preference,no active preference,no active preference,True,True,0,True,True,False,False
11,0,new_rewrite_open,no active preference,no active preference,No stored color preference.,True,False,-1,True,False,False,False
11,1,original_open,no active preference,no active preference,no active preference,True,True,0,True,True,False,False
11,1,paraphrase_open,no active preference,no active preference,no active preference,True,True,0,True,True,False,False
11,1,new_rewrite_open,no active preference,no active preference,no active preference,True,True,0,True,True,False,False
11,2,original_open,no active preference,no active preference,no active preference,True,True,0,True,True,False,False
11,2,paraphrase_open,no active preference,no active preference,no active preference,True,True,0,True,True,False,False
11,2,new_rewrite_open,no active preference,No active preference stored.,no active preference,False,True,1,False,True,False,False
11,3,original_open,no active preference,no active preference,no active preference,True,True,0,True,True,False,False
11,3,paraphrase_open,no active preference,no active preference,no active preference,True,True,0,True,True,False,False
11,3,new_rewrite_open,no active preference,no active preference,no active preference,True,True,0,True,True,False,False
12,0,original_open,no active preference,no active preference,no active preference,True,True,0,True,True,False,False
12,0,paraphrase_open,no active preference,no active preference,no active preference,True,True,0,True,True,False,False
12,0,new_rewrite_open,no active preference,no active preference,no active preference,True,True,0,True,True,False,False
12,1,original_open,no active preference,no active preference,no active preference,True,True,0,True,True,False,False
12,1,paraphrase_open,no active preference,no active preference,no active preference,True,True,0,True,True,False,False
12,1,new_rewrite_open,no active preference,no active preference,no active preference,True,True,0,True,True,False,False
12,2,original_open,no active preference,no active preference,no active preference,True,True,0,True,True,False,False
12,2,paraphrase_open,no active preference,no active preference,no active preference,True,True,0,True,True,False,False
12,2,new_rewrite_open,no active preference,no active preference,no active preference,True,True,0,True,True,False,False
12,3,original_open,no active preference,no active preference,no active preference,True,True,0,True,True,False,False
12,3,paraphrase_open,no active preference,no active preference,no active preference,True,True,0,True,True,False,False
12,3,new_rewrite_open,no active preference,no active preference,no active preference,True,True,0,True,True,False,False
13,0,original_open,no active preference,no active preference,no active preference,True,True,0,True,True,False,False
13,0,paraphrase_open,no active preference,no active preference,no active preference,True,True,0,True,True,False,False
13,0,new_rewrite_open,no active preference,no active preference,no active preference,True,True,0,True,True,False,False
13,1,original_open,no active preference,no active preference,no active preference,True,True,0,True,True,False,False
13,1,paraphrase_open,no active preference,no active preference,no active preference,True,True,0,True,True,False,False
13,1,new_rewrite_open,no active preference,no active preference,no active preference,True,True,0,True,True,False,False
13,2,original_open,no active preference,no active preference,no active preference,True,True,0,True,True,False,False
13,2,paraphrase_open,no active preference,no active preference,no active preference,True,True,0,True,True,False,False
13,2,new_rewrite_open,no active preference,no active preference,no active preference,True,True,0,True,True,False,False
13,3,original_open,no active preference,no active preference,no active preference,True,True,0,True,True,False,False
13,3,paraphrase_open,no active preference,no active preference,no active preference,True,True,0,True,True,False,False
13,3,new_rewrite_open,no active preference,no active preference,no active preference,True,True,0,True,True,False,False
14,0,original_open,no active preference,no active preference,no active preference,True,True,0,True,True,False,False
14,0,paraphrase_open,no active preference,no active preference,no active preference,True,True,0,True,True,False,False
14,0,new_rewrite_open,no active preference,no active preference,no active preference,True,True,0,True,True,False,False
14,1,original_open,no active preference,no active preference,no active preference,True,True,0,True,True,False,False
14,1,paraphrase_open,no active preference,no active preference,no active preference,True,True,0,True,True,False,False
14,1,new_rewrite_open,no active preference,no active preference,no active preference,True,True,0,True,True,False,False
14,2,original_open,no active preference,no active preference,no active preference,True,True,0,True,True,False,False
14,2,paraphrase_open,no active preference,no active preference,no active preference,True,True,0,True,True,False,False
14,2,new_rewrite_open,no active preference,no active preference,no active preference,True,True,0,True,True,False,False
14,3,original_open,no active preference,no active preference,no active preference,True,True,0,True,True,False,False
14,3,paraphrase_open,no active preference,no active preference,no active preference,True,True,0,True,True,False,False
14,3,new_rewrite_open,no active preference,no active preference,no active preference,True,True,0,True,True,False,False
15,0,original_open,no active preference,no active preference,no active preference,True,True,0,True,True,False,False
15,0,paraphrase_open,no active preference,no active preference,no active preference,True,True,0,True,True,False,False
15,0,new_rewrite_open,no active preference,no active preference,no active preference,True,True,0,True,True,False,False
15,1,original_open,no active preference,no active preference,no active preference,True,True,0,True,True,False,False
15,1,paraphrase_open,no active preference,no active preference,no active preference,True,True,0,True,True,False,False
15,1,new_rewrite_open,no active preference,no active preference,no active preference,True,True,0,True,True,False,False
15,2,original_open,no active preference,no active preference,no active preference,True,True,0,True,True,False,False
15,2,paraphrase_open,no active preference,no active preference,no active preference,True,True,0,True,True,False,False
15,2,new_rewrite_open,no active preference,no active preference,no active preference,True,True,0,True,True,False,False
15,3,original_open,no active preference,no active preference,no active preference,True,True,0,True,True,False,False
15,3,paraphrase_open,no active preference,no active preference,no active preference,True,True,0,True,True,False,False
15,3,new_rewrite_open,no active preference,no active preference,No active preference stored.,True,False,-1,True,False,False,False
