epoch_zero,left_segment_id,right_segment_id,first_optimizer_step_zero,second_optimizer_step_zero,optimizer_step_lag,same_optimizer_update
0,r5-f1-3d698dcc509fc631398f092d,r5-f1-e29eb97b70aaf293eeff3460,10,28,18,False
0,r5-f1-3e1835364efa0cd70eac8440,r5-f1-e53d27897f2b54b319359276,20,21,1,False
0,r5-f1-4064f2111ade33c872dddebb,r5-f1-8a99660c10ca49b3ea406d3a,31,32,1,False
0,r5-f1-41e9c948500eca6be7d91b52,r5-f1-dfc1a5170b311824b4d300ee,1,7,6,False
0,r5-f1-424ad895f87caef3551f0413,r5-f1-a5956cf71dc55f0b13dc6bcd,9,31,22,False
0,r5-f1-42bcd10207498d81228ee876,r5-f1-c33bda226b9dbfc0e3534b21,3,19,16,False
0,r5-f1-43d80123c368360fd146bbad,r5-f1-93bc6cd81b8e9c116cd78963,26,31,5,False
0,r5-f1-449082cbacc6b0b2df6b852f,r5-f1-ec24766b2964895b1e852dcf,21,32,11,False
0,r5-f1-46ca7e059c993e52aa2b696b,r5-f1-6389741841a6424240f2518f,26,27,1,False
0,r5-f1-484ccb5a8904c06ecb1eac33,r5-f1-abc0d8bc8badced6be8c2145,8,19,11,False
0,r5-f1-4c165001a3383e566579ad5b,r5-f1-aa1db5f9f2f6d628fe566631,6,8,2,False
0,r5-f1-4dc8aa1a120bbc32912d380e,r5-f1-8cb46f3d2238e81eb01d280c,19,26,7,False
0,r5-f1-51b98737a31bc79debbbfa14,r5-f1-c25660d46a0474e9b149d7ea,1,18,17,False
0,r5-f1-533c9a69b6238d710eabce91,r5-f1-ccfe0f67bd23dcb77ca62be7,7,12,5,False
0,r5-f1-54e337479077092c43e9373c,r5-f1-d3e01ada2aa733e5e0d6dfd8,2,27,25,False
0,r5-f1-5b88de40cf368cfe44843a1e,r5-f1-b5b521cbaa21cde776509fcd,11,24,13,False
0,r5-f1-5e4a2f47c8c40a725de2d246,r5-f1-d5a1e49631ce5b003b2e4a38,3,33,30,False
0,r5-f1-5f828a137a622871abcb86c7,r5-f1-c4577184ceeecd7502540cd3,4,24,20,False
0,r5-f1-60cdf979d89056f9382a846b,r5-f1-f048b20b5fd8c992c80f6732,7,23,16,False
0,r5-f1-6326749e86f5b189fc0e8433,r5-f1-f26c34b2d8b52e2cb8fbbbf6,9,12,3,False
0,r5-f1-633a38dfec01bdf942d94a18,r5-f1-7cbccd51bc7fc9dd0ffbc1d9,0,23,23,False
0,r5-f1-64efda09ee23454ef6fc4ea0,r5-f1-9791bc14ea20d25013131014,0,23,23,False
0,r5-f1-6c79a35c4220624067f86b80,r5-f1-da55951d31390d807d7d1725,9,34,25,False
0,r5-f1-720bb6d0cb4b78b9ffeb03a4,r5-f1-9e4eb2e6a343877e7cadf273,8,30,22,False
0,r5-f1-75b0f8cbaa9c3b464b678254,r5-f1-a73cccc1ce0baf4c400e2f82,2,17,15,False
0,r5-f1-7692b4c408bd859d83c37780,r5-f1-8314892e9ca8c8f4ff0220a7,17,31,14,False
0,r5-f1-78188385de6e2de136e13d33,r5-f1-94800f8cbff36e8722e36eb7,10,21,11,False
0,r5-f1-78703e27d1df172502650dc2,r5-f1-a96887b45ab5b4e57e4981ef,16,18,2,False
0,r5-f1-7d9fd9ab713cd0e8b1cce098,r5-f1-ae6f6609b2c760c468328003,9,30,21,False
0,r5-f1-850920fa10f9b9ba8843af7a,r5-f1-e714849831367e291c12986a,2,15,13,False
0,r5-f1-91af04efffefc50ce23cf297,r5-f1-bc613f63abcc1aef8fa11d83,15,16,1,False
0,r5-f1-93bdeada4e43e5a0dbafb6fe,r5-f1-f6518d584b598cd5c753e975,4,10,6,False
0,r5-f1-95baedc4243946fc23378121,r5-f1-ee59008270e04ddeb87f5940,4,24,20,False
0,r5-f1-96464e790b9333aa03c28b88,r5-f1-a28f658e0ad94927973a73dd,26,33,7,False
0,r5-f1-96bcc926cff67fb7265839f7,r5-f1-ecbdbfd182fdb8074ad5ef83,5,29,24,False
0,r5-f1-96dc56f89876a43a90f81ae8,r5-f1-e1ce38eb4734b02d744305a8,5,11,6,False
0,r5-f1-ad8646bcd13cb593285eabf2,r5-f1-e49baae09180e3649c380781,5,32,27,False
0,r5-f1-b502b62b5999cb6f2f46fde2,r5-f1-e233f959cfe5f94e7640a385,3,4,1,False
0,r5-f1-bc1bb47a4293aeda2703a38f,r5-f1-e7aff71e10e7b26122d32b72,17,34,17,False
0,r5-f1-bf42263e35b144aea3a125dd,r5-f1-e5af5cacf6dff47c97228615,3,10,7,False
0,r5-f1-bf9875c83a8844f910b65953,r5-f1-dac7055b419c0ee6030f9b80,6,11,5,False
0,r5-f1-c0187dbd694866e9a30a5a79,r5-f1-fce2c84e8e18a3277fc8a3da,25,35,10,False
0,r5-f1-c8aa69e9e27b9f54b146d2e2,r5-f1-fe2d363ab91f04f8406a2ca7,13,33,20,False
0,r5-f1-e8d6bec744f8d61e31dadcd7,r5-f1-efc5731ec7a8e9343621fbd7,12,12,0,True
0,r5-f1-ecf4946e7096b0f851fa9165,r5-f1-f79bcda9f779fd7ae1e9cad1,6,14,8,False
1,r5-f1-01b355775f2293b3ee1364b8,r5-f1-5c346dd9cec6ff67cc2a65de,43,50,7,False
1,r5-f1-021f03f1caf81b5e7b4e0920,r5-f1-83ac1d4a97bc2845e64596ab,50,55,5,False
1,r5-f1-05c2d8fed07d2996eea98947,r5-f1-fb2fd685d93a8e5350209fe8,56,69,13,False
1,r5-f1-072c39f4b8f288d57977e728,r5-f1-d463ffd94aae21470865802f,46,62,16,False
1,r5-f1-081c8e4b441012fd60db6ffe,r5-f1-9dd1420e88d6e1aa0115e74e,59,69,10,False
1,r5-f1-0d7f93d677ecae4c0ec37117,r5-f1-74bd80f2dff32f9fd1ee2f05,67,71,4,False
1,r5-f1-0e1c4b16ee27b5e02fcf1570,r5-f1-45f9baf8b494b40958de6249,51,70,19,False
1,r5-f1-12ec8264f1d798a20c8472ea,r5-f1-56bd5df46af93b8ef534ad9d,41,68,27,False
1,r5-f1-140b51f700eef3b9720a28c7,r5-f1-8b1ca5fb3df0743f8a5d2031,45,50,5,False
1,r5-f1-14592ad3fb277d902fcca8a4,r5-f1-c4ab86140291c3379237f3c6,46,61,15,False
1,r5-f1-17676cb8c65e947d9311466c,r5-f1-3ce5098afba99ac89b520439,42,43,1,False
1,r5-f1-1bd0b8bb497d87746752f61f,r5-f1-33d8225a9aa06186a07bcb81,56,66,10,False
1,r5-f1-1c05cb63b8fa86864476c790,r5-f1-753ac65796df96e3fa0dcd28,57,64,7,False
1,r5-f1-20081323b12313d0072a7558,r5-f1-68d84a588a2d97d510b9a798,41,66,25,False
1,r5-f1-213f6964c85dc869bfbc8e29,r5-f1-95b980071b480fd75474c504,44,71,27,False
1,r5-f1-2147d221d19787de20e29742,r5-f1-5fd7690662a56145be3a1b69,38,55,17,False
1,r5-f1-2209d0e463a55c60f24d2bfd,r5-f1-e6a3829cabd0249e46ded6fb,54,60,6,False
1,r5-f1-2d7ae5c0099ef1115cf9f49a,r5-f1-631687bae6a2a482c1b3467b,44,47,3,False
1,r5-f1-2f1f5522e8d48066aac367d3,r5-f1-f8c8b2629e7b13eb61c9d81e,39,45,6,False
1,r5-f1-3017647d3ea4dc9401adaf52,r5-f1-8d011739799631b71397985a,36,53,17,False
1,r5-f1-30d977225541ff1a4a549b3a,r5-f1-cca1530b46be3dd4d215ac9c,63,65,2,False
1,r5-f1-346838407cd512cc36b86a9f,r5-f1-384d4e783ac18f38d095fa6e,68,69,1,False
1,r5-f1-34d7dd11544b6dc87eb38bc0,r5-f1-7cc24d6be18b764c0c76a497,60,61,1,False
1,r5-f1-35d192def35747e67a3ea4bb,r5-f1-5b1d1399ad42dbda18fd62f4,53,71,18,False
1,r5-f1-35e06a6dbda44ebe51cadbbe,r5-f1-d8ee7108e6ed2dcfff764999,36,37,1,False
1,r5-f1-36c43a561be78681da35b3dd,r5-f1-883da7d6d35d9501a32a56c0,62,67,5,False
1,r5-f1-3d453f1453f64f70f9e9db5e,r5-f1-c7d613dd83014711dfe30d19,47,67,20,False
1,r5-f1-3d698dcc509fc631398f092d,r5-f1-e29eb97b70aaf293eeff3460,36,70,34,False
1,r5-f1-3e1835364efa0cd70eac8440,r5-f1-e53d27897f2b54b319359276,53,64,11,False
1,r5-f1-4064f2111ade33c872dddebb,r5-f1-8a99660c10ca49b3ea406d3a,45,71,26,False
1,r5-f1-41e9c948500eca6be7d91b52,r5-f1-dfc1a5170b311824b4d300ee,45,64,19,False
1,r5-f1-424ad895f87caef3551f0413,r5-f1-a5956cf71dc55f0b13dc6bcd,53,61,8,False
1,r5-f1-42bcd10207498d81228ee876,r5-f1-c33bda226b9dbfc0e3534b21,40,51,11,False
1,r5-f1-43d80123c368360fd146bbad,r5-f1-93bc6cd81b8e9c116cd78963,42,67,25,False
1,r5-f1-449082cbacc6b0b2df6b852f,r5-f1-ec24766b2964895b1e852dcf,46,68,22,False
1,r5-f1-46ca7e059c993e52aa2b696b,r5-f1-6389741841a6424240f2518f,38,39,1,False
1,r5-f1-484ccb5a8904c06ecb1eac33,r5-f1-abc0d8bc8badced6be8c2145,39,52,13,False
1,r5-f1-4c165001a3383e566579ad5b,r5-f1-aa1db5f9f2f6d628fe566631,48,64,16,False
1,r5-f1-4dc8aa1a120bbc32912d380e,r5-f1-8cb46f3d2238e81eb01d280c,39,48,9,False
1,r5-f1-51b98737a31bc79debbbfa14,r5-f1-c25660d46a0474e9b149d7ea,40,49,9,False
1,r5-f1-533c9a69b6238d710eabce91,r5-f1-ccfe0f67bd23dcb77ca62be7,62,65,3,False
1,r5-f1-54e337479077092c43e9373c,r5-f1-d3e01ada2aa733e5e0d6dfd8,52,56,4,False
1,r5-f1-5b88de40cf368cfe44843a1e,r5-f1-b5b521cbaa21cde776509fcd,43,70,27,False
1,r5-f1-5e4a2f47c8c40a725de2d246,r5-f1-d5a1e49631ce5b003b2e4a38,37,65,28,False
1,r5-f1-5f828a137a622871abcb86c7,r5-f1-c4577184ceeecd7502540cd3,60,66,6,False
1,r5-f1-60cdf979d89056f9382a846b,r5-f1-f048b20b5fd8c992c80f6732,54,55,1,False
1,r5-f1-6326749e86f5b189fc0e8433,r5-f1-f26c34b2d8b52e2cb8fbbbf6,40,41,1,False
1,r5-f1-633a38dfec01bdf942d94a18,r5-f1-7cbccd51bc7fc9dd0ffbc1d9,49,63,14,False
1,r5-f1-64efda09ee23454ef6fc4ea0,r5-f1-9791bc14ea20d25013131014,47,65,18,False
1,r5-f1-6c79a35c4220624067f86b80,r5-f1-da55951d31390d807d7d1725,42,63,21,False
1,r5-f1-720bb6d0cb4b78b9ffeb03a4,r5-f1-9e4eb2e6a343877e7cadf273,48,49,1,False
1,r5-f1-75b0f8cbaa9c3b464b678254,r5-f1-a73cccc1ce0baf4c400e2f82,36,57,21,False
1,r5-f1-7692b4c408bd859d83c37780,r5-f1-8314892e9ca8c8f4ff0220a7,40,58,18,False
1,r5-f1-78188385de6e2de136e13d33,r5-f1-94800f8cbff36e8722e36eb7,52,61,9,False
1,r5-f1-78703e27d1df172502650dc2,r5-f1-a96887b45ab5b4e57e4981ef,51,69,18,False
1,r5-f1-7d9fd9ab713cd0e8b1cce098,r5-f1-ae6f6609b2c760c468328003,57,59,2,False
1,r5-f1-850920fa10f9b9ba8843af7a,r5-f1-e714849831367e291c12986a,50,54,4,False
1,r5-f1-91af04efffefc50ce23cf297,r5-f1-bc613f63abcc1aef8fa11d83,38,70,32,False
1,r5-f1-93bdeada4e43e5a0dbafb6fe,r5-f1-f6518d584b598cd5c753e975,51,59,8,False
1,r5-f1-95baedc4243946fc23378121,r5-f1-ee59008270e04ddeb87f5940,46,59,13,False
1,r5-f1-96464e790b9333aa03c28b88,r5-f1-a28f658e0ad94927973a73dd,52,60,8,False
1,r5-f1-96bcc926cff67fb7265839f7,r5-f1-ecbdbfd182fdb8074ad5ef83,47,62,15,False
1,r5-f1-96dc56f89876a43a90f81ae8,r5-f1-e1ce38eb4734b02d744305a8,54,56,2,False
1,r5-f1-ad8646bcd13cb593285eabf2,r5-f1-e49baae09180e3649c380781,57,66,9,False
1,r5-f1-b502b62b5999cb6f2f46fde2,r5-f1-e233f959cfe5f94e7640a385,58,58,0,True
1,r5-f1-bc1bb47a4293aeda2703a38f,r5-f1-e7aff71e10e7b26122d32b72,37,49,12,False
1,r5-f1-bf42263e35b144aea3a125dd,r5-f1-e5af5cacf6dff47c97228615,48,63,15,False
1,r5-f1-bf9875c83a8844f910b65953,r5-f1-dac7055b419c0ee6030f9b80,37,38,1,False
1,r5-f1-c0187dbd694866e9a30a5a79,r5-f1-fce2c84e8e18a3277fc8a3da,41,58,17,False
1,r5-f1-c8aa69e9e27b9f54b146d2e2,r5-f1-fe2d363ab91f04f8406a2ca7,44,55,11,False
1,r5-f1-e8d6bec744f8d61e31dadcd7,r5-f1-efc5731ec7a8e9343621fbd7,43,44,1,False
1,r5-f1-ecf4946e7096b0f851fa9165,r5-f1-f79bcda9f779fd7ae1e9cad1,42,68,26,False
2,r5-f1-01b355775f2293b3ee1364b8,r5-f1-5c346dd9cec6ff67cc2a65de,86,86,0,True
2,r5-f1-021f03f1caf81b5e7b4e0920,r5-f1-83ac1d4a97bc2845e64596ab,102,107,5,False
2,r5-f1-05c2d8fed07d2996eea98947,r5-f1-fb2fd685d93a8e5350209fe8,90,96,6,False
2,r5-f1-072c39f4b8f288d57977e728,r5-f1-d463ffd94aae21470865802f,84,102,18,False
2,r5-f1-081c8e4b441012fd60db6ffe,r5-f1-9dd1420e88d6e1aa0115e74e,72,79,7,False
2,r5-f1-0d7f93d677ecae4c0ec37117,r5-f1-74bd80f2dff32f9fd1ee2f05,73,104,31,False
2,r5-f1-0e1c4b16ee27b5e02fcf1570,r5-f1-45f9baf8b494b40958de6249,74,88,14,False
2,r5-f1-12ec8264f1d798a20c8472ea,r5-f1-56bd5df46af93b8ef534ad9d,87,98,11,False
2,r5-f1-140b51f700eef3b9720a28c7,r5-f1-8b1ca5fb3df0743f8a5d2031,77,84,7,False
2,r5-f1-14592ad3fb277d902fcca8a4,r5-f1-c4ab86140291c3379237f3c6,76,99,23,False
2,r5-f1-17676cb8c65e947d9311466c,r5-f1-3ce5098afba99ac89b520439,72,97,25,False
2,r5-f1-1bd0b8bb497d87746752f61f,r5-f1-33d8225a9aa06186a07bcb81,83,91,8,False
2,r5-f1-1c05cb63b8fa86864476c790,r5-f1-753ac65796df96e3fa0dcd28,78,98,20,False
2,r5-f1-20081323b12313d0072a7558,r5-f1-68d84a588a2d97d510b9a798,76,101,25,False
2,r5-f1-213f6964c85dc869bfbc8e29,r5-f1-95b980071b480fd75474c504,74,103,29,False
2,r5-f1-2147d221d19787de20e29742,r5-f1-5fd7690662a56145be3a1b69,81,82,1,False
2,r5-f1-2209d0e463a55c60f24d2bfd,r5-f1-e6a3829cabd0249e46ded6fb,102,107,5,False
2,r5-f1-2d7ae5c0099ef1115cf9f49a,r5-f1-631687bae6a2a482c1b3467b,89,94,5,False
2,r5-f1-2f1f5522e8d48066aac367d3,r5-f1-f8c8b2629e7b13eb61c9d81e,80,90,10,False
2,r5-f1-3017647d3ea4dc9401adaf52,r5-f1-8d011739799631b71397985a,81,90,9,False
2,r5-f1-30d977225541ff1a4a549b3a,r5-f1-cca1530b46be3dd4d215ac9c,90,97,7,False
2,r5-f1-346838407cd512cc36b86a9f,r5-f1-384d4e783ac18f38d095fa6e,75,100,25,False
2,r5-f1-34d7dd11544b6dc87eb38bc0,r5-f1-7cc24d6be18b764c0c76a497,93,94,1,False
2,r5-f1-35d192def35747e67a3ea4bb,r5-f1-5b1d1399ad42dbda18fd62f4,88,95,7,False
2,r5-f1-35e06a6dbda44ebe51cadbbe,r5-f1-d8ee7108e6ed2dcfff764999,78,89,11,False
2,r5-f1-36c43a561be78681da35b3dd,r5-f1-883da7d6d35d9501a32a56c0,78,92,14,False
2,r5-f1-3d453f1453f64f70f9e9db5e,r5-f1-c7d613dd83014711dfe30d19,76,96,20,False
2,r5-f1-3d698dcc509fc631398f092d,r5-f1-e29eb97b70aaf293eeff3460,96,104,8,False
2,r5-f1-3e1835364efa0cd70eac8440,r5-f1-e53d27897f2b54b319359276,86,93,7,False
2,r5-f1-4064f2111ade33c872dddebb,r5-f1-8a99660c10ca49b3ea406d3a,84,103,19,False
2,r5-f1-41e9c948500eca6be7d91b52,r5-f1-dfc1a5170b311824b4d300ee,77,95,18,False
2,r5-f1-424ad895f87caef3551f0413,r5-f1-a5956cf71dc55f0b13dc6bcd,74,78,4,False
2,r5-f1-42bcd10207498d81228ee876,r5-f1-c33bda226b9dbfc0e3534b21,72,104,32,False
2,r5-f1-43d80123c368360fd146bbad,r5-f1-93bc6cd81b8e9c116cd78963,82,91,9,False
2,r5-f1-449082cbacc6b0b2df6b852f,r5-f1-ec24766b2964895b1e852dcf,83,99,16,False
2,r5-f1-46ca7e059c993e52aa2b696b,r5-f1-6389741841a6424240f2518f,80,88,8,False
2,r5-f1-484ccb5a8904c06ecb1eac33,r5-f1-abc0d8bc8badced6be8c2145,95,101,6,False
2,r5-f1-4c165001a3383e566579ad5b,r5-f1-aa1db5f9f2f6d628fe566631,75,81,6,False
2,r5-f1-4dc8aa1a120bbc32912d380e,r5-f1-8cb46f3d2238e81eb01d280c,97,99,2,False
2,r5-f1-51b98737a31bc79debbbfa14,r5-f1-c25660d46a0474e9b149d7ea,75,80,5,False
2,r5-f1-533c9a69b6238d710eabce91,r5-f1-ccfe0f67bd23dcb77ca62be7,79,103,24,False
2,r5-f1-54e337479077092c43e9373c,r5-f1-d3e01ada2aa733e5e0d6dfd8,91,100,9,False
2,r5-f1-5b88de40cf368cfe44843a1e,r5-f1-b5b521cbaa21cde776509fcd,99,105,6,False
2,r5-f1-5e4a2f47c8c40a725de2d246,r5-f1-d5a1e49631ce5b003b2e4a38,73,92,19,False
2,r5-f1-5f828a137a622871abcb86c7,r5-f1-c4577184ceeecd7502540cd3,98,105,7,False
2,r5-f1-60cdf979d89056f9382a846b,r5-f1-f048b20b5fd8c992c80f6732,89,105,16,False
2,r5-f1-6326749e86f5b189fc0e8433,r5-f1-f26c34b2d8b52e2cb8fbbbf6,81,100,19,False
2,r5-f1-633a38dfec01bdf942d94a18,r5-f1-7cbccd51bc7fc9dd0ffbc1d9,96,98,2,False
2,r5-f1-64efda09ee23454ef6fc4ea0,r5-f1-9791bc14ea20d25013131014,87,107,20,False
2,r5-f1-6c79a35c4220624067f86b80,r5-f1-da55951d31390d807d7d1725,102,106,4,False
2,r5-f1-720bb6d0cb4b78b9ffeb03a4,r5-f1-9e4eb2e6a343877e7cadf273,93,94,1,False
2,r5-f1-75b0f8cbaa9c3b464b678254,r5-f1-a73cccc1ce0baf4c400e2f82,95,106,11,False
2,r5-f1-7692b4c408bd859d83c37780,r5-f1-8314892e9ca8c8f4ff0220a7,85,107,22,False
2,r5-f1-78188385de6e2de136e13d33,r5-f1-94800f8cbff36e8722e36eb7,83,101,18,False
2,r5-f1-78703e27d1df172502650dc2,r5-f1-a96887b45ab5b4e57e4981ef,82,87,5,False
2,r5-f1-7d9fd9ab713cd0e8b1cce098,r5-f1-ae6f6609b2c760c468328003,77,101,24,False
2,r5-f1-850920fa10f9b9ba8843af7a,r5-f1-e714849831367e291c12986a,77,103,26,False
2,r5-f1-91af04efffefc50ce23cf297,r5-f1-bc613f63abcc1aef8fa11d83,84,106,22,False
2,r5-f1-93bdeada4e43e5a0dbafb6fe,r5-f1-f6518d584b598cd5c753e975,87,97,10,False
2,r5-f1-95baedc4243946fc23378121,r5-f1-ee59008270e04ddeb87f5940,74,89,15,False
2,r5-f1-96464e790b9333aa03c28b88,r5-f1-a28f658e0ad94927973a73dd,82,85,3,False
2,r5-f1-96bcc926cff67fb7265839f7,r5-f1-ecbdbfd182fdb8074ad5ef83,79,92,13,False
2,r5-f1-96dc56f89876a43a90f81ae8,r5-f1-e1ce38eb4734b02d744305a8,85,92,7,False
2,r5-f1-ad8646bcd13cb593285eabf2,r5-f1-e49baae09180e3649c380781,80,88,8,False
2,r5-f1-b502b62b5999cb6f2f46fde2,r5-f1-e233f959cfe5f94e7640a385,73,75,2,False
2,r5-f1-bc1bb47a4293aeda2703a38f,r5-f1-e7aff71e10e7b26122d32b72,73,91,18,False
2,r5-f1-bf42263e35b144aea3a125dd,r5-f1-e5af5cacf6dff47c97228615,72,106,34,False
2,r5-f1-bf9875c83a8844f910b65953,r5-f1-dac7055b419c0ee6030f9b80,94,100,6,False
2,r5-f1-c0187dbd694866e9a30a5a79,r5-f1-fce2c84e8e18a3277fc8a3da,76,83,7,False
2,r5-f1-c8aa69e9e27b9f54b146d2e2,r5-f1-fe2d363ab91f04f8406a2ca7,86,104,18,False
2,r5-f1-e8d6bec744f8d61e31dadcd7,r5-f1-efc5731ec7a8e9343621fbd7,79,105,26,False
2,r5-f1-ecf4946e7096b0f851fa9165,r5-f1-f79bcda9f779fd7ae1e9cad1,85,93,8,False
3,r5-f1-01b355775f2293b3ee1364b8,r5-f1-5c346dd9cec6ff67cc2a65de,136,143,7,False
3,r5-f1-021f03f1caf81b5e7b4e0920,r5-f1-83ac1d4a97bc2845e64596ab,122,143,21,False
3,r5-f1-05c2d8fed07d2996eea98947,r5-f1-fb2fd685d93a8e5350209fe8,121,141,20,False
3,r5-f1-072c39f4b8f288d57977e728,r5-f1-d463ffd94aae21470865802f,132,133,1,False
3,r5-f1-081c8e4b441012fd60db6ffe,r5-f1-9dd1420e88d6e1aa0115e74e,110,113,3,False
3,r5-f1-0d7f93d677ecae4c0ec37117,r5-f1-74bd80f2dff32f9fd1ee2f05,134,138,4,False
3,r5-f1-0e1c4b16ee27b5e02fcf1570,r5-f1-45f9baf8b494b40958de6249,130,139,9,False
3,r5-f1-12ec8264f1d798a20c8472ea,r5-f1-56bd5df46af93b8ef534ad9d,131,141,10,False
3,r5-f1-140b51f700eef3b9720a28c7,r5-f1-8b1ca5fb3df0743f8a5d2031,117,131,14,False
3,r5-f1-14592ad3fb277d902fcca8a4,r5-f1-c4ab86140291c3379237f3c6,114,119,5,False
3,r5-f1-17676cb8c65e947d9311466c,r5-f1-3ce5098afba99ac89b520439,113,120,7,False
3,r5-f1-1bd0b8bb497d87746752f61f,r5-f1-33d8225a9aa06186a07bcb81,108,140,32,False
3,r5-f1-1c05cb63b8fa86864476c790,r5-f1-753ac65796df96e3fa0dcd28,110,117,7,False
3,r5-f1-20081323b12313d0072a7558,r5-f1-68d84a588a2d97d510b9a798,109,120,11,False
3,r5-f1-213f6964c85dc869bfbc8e29,r5-f1-95b980071b480fd75474c504,124,142,18,False
3,r5-f1-2147d221d19787de20e29742,r5-f1-5fd7690662a56145be3a1b69,114,131,17,False
3,r5-f1-2209d0e463a55c60f24d2bfd,r5-f1-e6a3829cabd0249e46ded6fb,128,133,5,False
3,r5-f1-2d7ae5c0099ef1115cf9f49a,r5-f1-631687bae6a2a482c1b3467b,129,138,9,False
3,r5-f1-2f1f5522e8d48066aac367d3,r5-f1-f8c8b2629e7b13eb61c9d81e,109,118,9,False
3,r5-f1-3017647d3ea4dc9401adaf52,r5-f1-8d011739799631b71397985a,129,133,4,False
3,r5-f1-30d977225541ff1a4a549b3a,r5-f1-cca1530b46be3dd4d215ac9c,119,135,16,False
3,r5-f1-346838407cd512cc36b86a9f,r5-f1-384d4e783ac18f38d095fa6e,127,143,16,False
3,r5-f1-34d7dd11544b6dc87eb38bc0,r5-f1-7cc24d6be18b764c0c76a497,110,121,11,False
3,r5-f1-35d192def35747e67a3ea4bb,r5-f1-5b1d1399ad42dbda18fd62f4,136,139,3,False
3,r5-f1-35e06a6dbda44ebe51cadbbe,r5-f1-d8ee7108e6ed2dcfff764999,111,128,17,False
3,r5-f1-36c43a561be78681da35b3dd,r5-f1-883da7d6d35d9501a32a56c0,110,124,14,False
3,r5-f1-3d453f1453f64f70f9e9db5e,r5-f1-c7d613dd83014711dfe30d19,123,131,8,False
3,r5-f1-3d698dcc509fc631398f092d,r5-f1-e29eb97b70aaf293eeff3460,114,140,26,False
3,r5-f1-3e1835364efa0cd70eac8440,r5-f1-e53d27897f2b54b319359276,133,134,1,False
3,r5-f1-4064f2111ade33c872dddebb,r5-f1-8a99660c10ca49b3ea406d3a,127,132,5,False
3,r5-f1-41e9c948500eca6be7d91b52,r5-f1-dfc1a5170b311824b4d300ee,120,139,19,False
3,r5-f1-424ad895f87caef3551f0413,r5-f1-a5956cf71dc55f0b13dc6bcd,132,136,4,False
3,r5-f1-42bcd10207498d81228ee876,r5-f1-c33bda226b9dbfc0e3534b21,112,121,9,False
