arm,target_index,segment_id,optimizer_step,learning_rate,loss,loss_moving_mean_16,gradient_norm,gradient_clipped,update_weight_ratio,state_gradient_nonzero_fraction,image_min,image_max,image_saturation_fraction
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,99,0.05,0.0004366859793663025,0.000606003071879968,0.00017241059452720973,False,,1.0,0.28079885244369507,0.7136552333831787,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,100,0.05,0.000599205493927002,0.0005898613890167326,0.0002717724772572631,False,,1.0,0.2808067202568054,0.7136603593826294,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,101,0.05,0.0007533570751547813,0.0005829007423017174,0.0003300150425564445,False,,1.0,0.28081339597702026,0.7136637568473816,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,102,0.05,0.00041094981133937836,0.0005816123739350587,0.00019726260087480954,False,,1.0,0.28082016110420227,0.7136668562889099,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,103,0.05,0.000475175678730011,0.000576392310904339,0.00019669326186193102,False,,1.0,0.280826598405838,0.7136704325675964,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,104,0.05,0.0006912946701049805,0.0005768914998043329,0.0003992762978771353,False,,1.0,0.2808345556259155,0.7136752009391785,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,105,0.05,0.0006949873641133308,0.000568292656680569,0.0003153180981011391,False,,1.0,0.2808409631252289,0.7136784791946411,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,106,0.05,0.00036447495222091675,0.0005671680846717209,0.00017415693343556695,False,,1.0,0.2808474004268646,0.7136815786361694,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,107,0.05,0.0004351399838924408,0.000563884008442983,0.00018233719520761561,False,,1.0,0.2808535397052765,0.7136849761009216,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,108,0.05,0.000610053539276123,0.0005520692502614111,0.00029166650405332154,False,,1.0,0.2808608114719391,0.7136892676353455,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,109,0.05,0.0006403066217899323,0.0005487112794071436,0.00027715148870503944,False,,1.0,0.2808665633201599,0.7136920690536499,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,110,0.05,0.00034695863723754883,0.0005445852875709534,0.0001682259962300378,False,,1.0,0.28087249398231506,0.7136947512626648,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,111,0.05,0.0004221498966217041,0.0005429096054285765,0.0001807255342381738,False,,1.0,0.2808780074119568,0.7136982083320618,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,112,0.05,0.0005724132061004639,0.0005346077959984541,0.0002667111628926233,False,,1.0,0.2808845341205597,0.7137022018432617,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,113,0.05,0.0006699701771140099,0.0005328357801772654,0.00028490213775124587,False,,1.0,0.280889630317688,0.7137045860290527,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,114,0.05,0.00034695863723754883,0.0005293801077641547,0.00015848607361598055,False,,1.0,0.2808948755264282,0.7137067914009094,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,115,0.05,0.0004273951053619385,0.0005287994281388819,0.00017037481879194998,False,,1.0,0.28089985251426697,0.7137094736099243,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,116,0.05,0.0005946755409240723,0.0005285163060761988,0.00032913021592525013,False,,1.0,0.2809062898159027,0.7137130498886108,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,117,0.05,0.0006171939894556999,0.0005200061132200062,0.00023904062153266514,False,,1.0,0.2809107303619385,0.7137153148651123,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,118,0.05,0.0003205016255378723,0.0005143531016074121,0.000147036837246212,False,,1.0,0.28091490268707275,0.7137174606323242,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,119,0.05,0.00037984922528266907,0.0005083951982669532,0.00014253530146973172,False,,1.0,0.28091898560523987,0.7137202024459839,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,120,0.05,0.0005761981010437012,0.0005012016627006233,0.0002733875920786138,False,,1.0,0.28092455863952637,0.7137238383293152,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,121,0.05,0.0005181878805160522,0.0004901516949757934,0.0002023038016756806,False,,1.0,0.28092867136001587,0.7137262225151062,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,122,0.05,0.00031371042132377625,0.0004869789117947221,0.00014112470632225577,False,,1.0,0.2809326946735382,0.7137284874916077,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,123,0.05,0.00036507099866867065,0.00048259960021823645,0.00014280661149115005,False,,1.0,0.2809366285800934,0.7137317061424255,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,124,0.05,0.0005558431148529053,0.00047921144869178534,0.0002662873532348877,False,,1.0,0.28094205260276794,0.7137355804443359,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,125,0.05,0.0006139781326055527,0.0004775659181177616,0.0002528463163625875,False,,1.0,0.28094595670700073,0.7137381434440613,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,126,0.05,0.0003210976719856262,0.00047594960778951645,0.00015287300622355472,False,,1.0,0.28094980120658875,0.7137405276298523,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,127,0.05,0.0003520846366882324,0.00047157052904367447,0.00014103131690861102,False,,1.0,0.2809534966945648,0.7137436866760254,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,128,0.05,0.0004750490188598633,0.00046548526734113693,0.00019432586777882628,False,,1.0,0.2809580862522125,0.7137474417686462,0.0
direct-pixel-oracle,1,r5-f1-392d41fd097d069c42218e0a,1,0.05,27.041690826416016,27.041690826416016,13.289442890562304,False,,1.0,0.48554322123527527,0.5105376243591309,0.0
direct-pixel-oracle,1,r5-f1-392d41fd097d069c42218e0a,2,0.05,21.333375930786133,24.187533378601074,7.0065495474574435,False,,1.0,0.4730483889579773,0.5230398178100586,0.0
direct-pixel-oracle,1,r5-f1-392d41fd097d069c42218e0a,3,0.05,26.458383560180664,24.944483439127605,6.807241109639764,False,,1.0,0.46055930852890015,0.5355411767959595,0.0
direct-pixel-oracle,1,r5-f1-392d41fd097d069c42218e0a,4,0.05,22.33383560180664,24.291821479797363,5.780129562881892,False,,1.0,0.448086142539978,0.5480324029922485,0.0
direct-pixel-oracle,1,r5-f1-392d41fd097d069c42218e0a,5,0.05,12.608641624450684,21.95518550872803,7.566484929727424,False,,1.0,0.43565723299980164,0.5604925155639648,0.0
direct-pixel-oracle,1,r5-f1-392d41fd097d069c42218e0a,6,0.05,5.590633392333984,19.227760155995686,4.908409226114156,False,,1.0,0.4233464300632477,0.5728535056114197,0.0
direct-pixel-oracle,1,r5-f1-392d41fd097d069c42218e0a,7,0.05,12.727978706359863,18.299219948904856,6.863315889349535,False,,1.0,0.41120144724845886,0.5852314233779907,0.0
direct-pixel-oracle,1,r5-f1-392d41fd097d069c42218e0a,8,0.05,4.646885871887207,16.59267818927765,7.715870739716384,False,,1.0,0.39892813563346863,0.596553385257721,0.0
direct-pixel-oracle,1,r5-f1-392d41fd097d069c42218e0a,9,0.05,2.3608322143554688,15.01136196984185,5.566037939341994,False,,1.0,0.3874300420284271,0.6080082058906555,0.0
direct-pixel-oracle,1,r5-f1-392d41fd097d069c42218e0a,10,0.05,0.3040115237236023,13.540626925230026,2.7298807413020163,False,,1.0,0.37589535117149353,0.6187490820884705,0.0
direct-pixel-oracle,1,r5-f1-392d41fd097d069c42218e0a,11,0.05,6.401698112487793,12.891633396798914,18.32930359167673,False,,1.0,0.36654165387153625,0.6299127340316772,0.0
direct-pixel-oracle,1,r5-f1-392d41fd097d069c42218e0a,12,0.05,5.2356648445129395,12.25363601744175,4.123206253801466,False,,1.0,0.35515108704566956,0.6417187452316284,0.0
