target_index,family,segment_id,optimizer_step,learning_rate,loss,loss_moving_mean_16,gradient_norm_before_clip,gradient_clipped,update_weight_ratio,state_gradient_nonzero_fraction
0,F2,r5-f2-d1803aae745ed83f142b0bae,123,2.8605109141788138e-05,16.92708396911621,16.83268302679062,0.9428343772888184,False,0.0014169929253793298,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,124,2.857931079223527e-05,17.9375,16.870443403720856,0.3476755917072296,False,0.0012921928962981034,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,125,2.8553294282678578e-05,16.104167938232422,16.766927778720856,0.33113694190979004,False,0.0011204626681425875,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,126,2.8527060274681913e-05,16.010417938232422,16.707032024860382,0.4609554409980774,False,0.0009900482269939593,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,127,2.8500609435339794e-05,17.28125,16.706380903720856,0.3022308349609375,False,0.0008754394245036312,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,128,2.847394243726047e-05,16.02083396911621,16.654297530651093,0.39543500542640686,False,0.0007584808172022944,1.0
1,F2,r5-f2-6db739261bbb0fc74169dc1f,1,1e-05,9.65080451965332,9.65080451965332,0.2136848270893097,False,0.0003617496347814199,1.0
1,F2,r5-f2-6db739261bbb0fc74169dc1f,2,1.1333333333333334e-05,10.211360931396484,9.931082725524902,0.10242507606744766,False,0.00041320017579325426,1.0
1,F2,r5-f2-6db739261bbb0fc74169dc1f,3,1.2666666666666667e-05,6.8815741539001465,8.91457986831665,0.28147146105766296,False,0.0004326763445899413,1.0
1,F2,r5-f2-6db739261bbb0fc74169dc1f,4,1.4000000000000001e-05,9.337770462036133,9.020377516746521,0.32599306106567383,False,0.0004337008468056335,1.0
1,F2,r5-f2-6db739261bbb0fc74169dc1f,5,1.5333333333333334e-05,9.650806427001953,9.146463298797608,0.22627928853034973,False,0.00044271014922257735,1.0
1,F2,r5-f2-6db739261bbb0fc74169dc1f,6,1.6666666666666667e-05,9.588958740234375,9.22021253903707,0.3441494107246399,False,0.0005018300063953134,1.0
1,F2,r5-f2-6db739261bbb0fc74169dc1f,7,1.8e-05,9.585742950439453,9.272431169237409,0.26366037130355835,False,0.0004947859133284648,1.0
1,F2,r5-f2-6db739261bbb0fc74169dc1f,8,1.9333333333333333e-05,9.502416610717773,9.301179349422455,0.1384078413248062,False,0.0005093505128048796,1.0
1,F2,r5-f2-6db739261bbb0fc74169dc1f,9,2.0666666666666666e-05,9.440576553344727,9.31666792763604,0.26021918654441833,False,0.0005461744513112726,1.0
1,F2,r5-f2-6db739261bbb0fc74169dc1f,10,2.2e-05,9.524738311767578,9.337474966049195,0.339928537607193,False,0.0005676379330348967,1.0
1,F2,r5-f2-6db739261bbb0fc74169dc1f,11,2.3333333333333332e-05,9.37742805480957,9.34110706502741,0.30370032787323,False,0.0006905173928497758,1.0
1,F2,r5-f2-6db739261bbb0fc74169dc1f,12,2.4666666666666665e-05,9.671064376831055,9.368603507677713,0.17829297482967377,False,0.0007887670675322564,1.0
1,F2,r5-f2-6db739261bbb0fc74169dc1f,13,2.6000000000000002e-05,6.407787799835205,9.14084845322829,0.6079873442649841,False,0.0009000983896385866,1.0
1,F2,r5-f2-6db739261bbb0fc74169dc1f,14,2.733333333333333e-05,9.62890625,9.17570972442627,0.42239436507225037,False,0.0009906625305525186,1.0
1,F2,r5-f2-6db739261bbb0fc74169dc1f,15,2.8666666666666668e-05,6.4077863693237305,8.991181500752766,0.1896173506975174,False,0.0009502810578043544,1.0
1,F2,r5-f2-6db739261bbb0fc74169dc1f,16,2.9999999999999997e-05,9.398260116577148,9.01662391424179,0.5088066458702087,False,0.0011149552430744455,1.0
1,F2,r5-f2-6db739261bbb0fc74169dc1f,17,2.9999999999999997e-05,9.62889289855957,9.015254437923431,0.23651207983493805,False,0.0011184660745365044,1.0
1,F2,r5-f2-6db739261bbb0fc74169dc1f,18,2.9999872856917585e-05,6.613554000854492,8.790391504764557,0.704809308052063,False,0.000559889794068284,1.0
1,F2,r5-f2-6db739261bbb0fc74169dc1f,19,2.999949143090342e-05,6.366191387176514,8.75818008184433,0.2705017030239105,False,0.0005628475861982139,1.0
1,F2,r5-f2-6db739261bbb0fc74169dc1f,20,2.9998855731656623e-05,9.419744491577148,8.763303458690643,0.48744192719459534,False,0.000624403204657148,1.0
1,F2,r5-f2-6db739261bbb0fc74169dc1f,21,2.999796577534217e-05,9.503070831298828,8.754069983959198,0.17321673035621643,False,0.0006190305050622373,1.0
1,F2,r5-f2-6db739261bbb0fc74169dc1f,22,2.99968215845904e-05,6.468989849090576,8.55907192826271,0.21379399299621582,False,0.0007053194160344462,1.0
1,F2,r5-f2-6db739261bbb0fc74169dc1f,23,2.9995423188496514e-05,10.252368927001953,8.600736051797867,0.23946572840213776,False,0.0005892484416548938,1.0
1,F2,r5-f2-6db739261bbb0fc74169dc1f,24,2.9993770622619783e-05,6.429935455322266,8.408705979585648,0.19664449989795685,False,0.0006311923034702473,1.0
1,F2,r5-f2-6db739261bbb0fc74169dc1f,25,2.9991863928982672e-05,9.54513168334961,8.415240675210953,0.2623281478881836,False,0.0005991503087806349,1.0
1,F2,r5-f2-6db739261bbb0fc74169dc1f,26,2.998970315606976e-05,9.693117141723633,8.425764352083206,0.21686750650405884,False,0.0007312995211762268,1.0
1,F2,r5-f2-6db739261bbb0fc74169dc1f,27,2.998728835882651e-05,9.419400215148926,8.428387612104416,0.46655499935150146,False,0.0007006369465621903,1.0
1,F2,r5-f2-6db739261bbb0fc74169dc1f,28,2.9984619598657892e-05,6.488734722137451,8.229492008686066,0.31071487069129944,False,0.0007746221395731757,1.0
1,F2,r5-f2-6db739261bbb0fc74169dc1f,29,2.9981696943426767e-05,6.449385643005371,8.232091873884201,0.49772608280181885,False,0.0008539182461342829,1.0
1,F2,r5-f2-6db739261bbb0fc74169dc1f,30,2.997852046745222e-05,9.776445388793945,8.241313070058823,0.25658681988716125,False,0.0008150995912099823,1.0
1,F2,r5-f2-6db739261bbb0fc74169dc1f,31,2.9975090251507633e-05,10.335700988769531,8.486807733774185,0.9543020725250244,False,0.000907113910333886,1.0
1,F2,r5-f2-6db739261bbb0fc74169dc1f,32,2.9971406382818667e-05,9.461065292358398,8.490733057260513,0.3485727906227112,False,0.0008332761462441243,1.0
1,F2,r5-f2-6db739261bbb0fc74169dc1f,33,2.9967468955060995e-05,6.407787322998047,8.289413958787918,0.17875441908836365,False,0.0007435356384989112,1.0
1,F2,r5-f2-6db739261bbb0fc74169dc1f,34,2.996327806835797e-05,6.366189479827881,8.273953676223755,0.24613972008228302,False,0.0006287223966070347,1.0
1,F2,r5-f2-6db739261bbb0fc74169dc1f,35,2.9958833829278017e-05,10.127374649047852,8.509027630090714,0.32121455669403076,False,0.000509210471091819,1.0
1,F2,r5-f2-6db739261bbb0fc74169dc1f,36,2.995413635083201e-05,6.468987464904785,8.32460531592369,0.2637488543987274,False,0.0005471051088077106,1.0
1,F2,r5-f2-6db739261bbb0fc74169dc1f,37,2.9949185752470325e-05,6.183639049530029,8.11714082956314,0.13767820596694946,False,0.0006057024405361116,1.0
1,F2,r5-f2-6db739261bbb0fc74169dc1f,38,2.9943982160079822e-05,6.407785892486572,8.11331558227539,0.23113955557346344,False,0.0006871359490749865,1.0
1,F2,r5-f2-6db739261bbb0fc74169dc1f,39,2.993852570598065e-05,10.336004257202148,8.118542790412903,0.19928348064422607,False,0.0006275071165808444,1.0
1,F2,r5-f2-6db739261bbb0fc74169dc1f,40,2.9932816528922903e-05,9.670108795166016,8.321053624153137,0.3369385302066803,False,0.0007716555996346516,1.0
1,F2,r5-f2-6db739261bbb0fc74169dc1f,41,2.992685477408305e-05,10.169042587280273,8.360048055648804,0.4815079867839813,False,0.0010050617749793151,1.0
1,F2,r5-f2-6db739261bbb0fc74169dc1f,42,2.9920640593060258e-05,9.35765266418457,8.339081525802612,0.3061272203922272,False,0.0010691024355912212,1.0
1,F2,r5-f2-6db739261bbb0fc74169dc1f,43,2.9914174143872566e-05,9.649724960327148,8.353476822376251,0.246120423078537,False,0.0010768559176426132,1.0
