run_id,distribution,seed,scale,study,original_correct,all5_correct,path95_step,final_displacement_rmse,elapsed_seconds,endpoint_latent_sha256,original_open_correct,original_open_raw,paraphrase_1_correct,paraphrase_1_raw,paraphrase_2_correct,paraphrase_2_raw,paraphrase_3_correct,paraphrase_3_raw,paraphrase_4_correct,paraphrase_4_raw
direct-gaussian-s03-a2,gaussian,3,2.0,scale,True,True,32,0.3034929633140564,74.49857537262142,28e6d03da36da11fbbfbe451353189c45cd975a7409c4878caa7da39d7f0cde1,True,ambient,True,ambient,True,ambient,True,ambient,True,ambient
direct-gaussian-s03-a4,gaussian,3,4.0,scale,True,True,36,0.3158751130104065,72.23293422628194,c82132342173c75ab392b7e5a1d96174571352420d13889398173f7ebee54a75,True,ambient,True,ambient,True,ambient,True,ambient,True,ambient
direct-gaussian-s04-a0.25,gaussian,4,0.25,scale,True,True,66,0.3375137150287628,73.99283077195287,d6a09e0e20e52086f0ffb661afc03a9892587ce0062166a5002186e894ab930a,True,ambient,True,ambient,True,ambient,True,ambient,True,ambient
direct-gaussian-s04-a0.5,gaussian,4,0.5,scale,True,True,39,0.31068742275238037,71.71319168619812,cd5adce654cbc4d9e8123fd837b91d0a878d1ad12b5033c92751de25fabd66ea,True,ambient,True,ambient,True,ambient,True,ambient,True,ambient
direct-gaussian-s04-a2,gaussian,4,2.0,scale,True,True,32,0.2968246638774872,73.02836425974965,835f85e0eed72afe592a13c1f1893cfd51fd4dbd9b372a75e6f3edfae0fd156a,True,ambient,True,ambient,True,ambient,True,ambient,True,ambient
direct-gaussian-s04-a4,gaussian,4,4.0,scale,True,False,53,0.31816673278808594,72.49161867052317,3e9754498490369d50a2a1db1cf5936590adcf5d9bfea2ad2352eaab443b9ccc,True,ambient,True,ambient,True,ambient,True,ambient,False,ambient synthwave
direct-gaussian-s05-a0.25,gaussian,5,0.25,scale,True,True,34,0.30697545409202576,72.62304236087948,f44faf2c3e44b974a0f0fbda547398c7cda58fe0050da06ed61331c0d179d761,True,ambient,True,ambient,True,ambient,True,ambient,True,ambient
direct-gaussian-s05-a0.5,gaussian,5,0.5,scale,True,True,34,0.30119022727012634,72.53031307924539,a3cb1559e19e23c57b8c30e2ce3c46f8132a76421168e98e5790fdba7e002479,True,ambient,True,ambient,True,ambient,True,ambient,True,ambient
direct-gaussian-s05-a2,gaussian,5,2.0,scale,True,True,37,0.31216299533843994,74.01088812295347,618dac6427f9b7359cb0338ed7fa51e5a78107dab6756f4d629c502c2d98f474,True,ambient,True,ambient,True,ambient,True,ambient,True,ambient
direct-gaussian-s05-a4,gaussian,5,4.0,scale,True,True,32,0.2940153181552887,73.26922363135964,94119e7fa29847d3fa85b53c3c3f4e20fd4f6604c8b3727c86a27d84df4485e3,True,ambient,True,ambient,True,ambient,True,ambient,True,ambient
direct-gaussian-s06-a0.25,gaussian,6,0.25,scale,True,False,42,0.31081366539001465,72.75891764461994,63bbec68211b98bda5d8d9666eb9159812a12b002582e7fdfd5e964b53a9b388,True,ambient,True,ambient,True,ambient,True,ambient,False,ambient synthwave
direct-gaussian-s06-a0.5,gaussian,6,0.5,scale,True,True,33,0.30563992261886597,72.71784787252545,021790fccb9d85c6f930dca781dad8610f86a6d18890c264b86b165ef1c20c08,True,ambient,True,ambient,True,ambient,True,ambient,True,ambient
direct-gaussian-s06-a2,gaussian,6,2.0,scale,True,True,36,0.3027699887752533,75.28041991684586,095c7af0424b5be325da77e4706935cdac5c897a6a1975f293bd89da1d2f0bff,True,ambient,True,ambient,True,ambient,True,ambient,True,ambient
direct-gaussian-s06-a4,gaussian,6,4.0,scale,True,True,35,0.3116692900657654,73.07514979504049,2681a2c65229615d19b1f6ceddc4eac725ee9e1d5ee257fea0519e25746e8282,True,ambient,True,ambient,True,ambient,True,ambient,True,ambient
direct-gaussian-s07-a0.25,gaussian,7,0.25,scale,True,True,43,0.32144686579704285,74.0769057739526,1b094e1d49cb12c19360f66e68d8a9bf3c424668619225e261c4e9a151e52cc3,True,ambient,True,ambient,True,ambient,True,ambient,True,ambient
direct-gaussian-s07-a0.5,gaussian,7,0.5,scale,True,True,34,0.3091270327568054,73.72791432030499,ab555968af0e7b6dd13702d38418059a52d9d0f53827858846cb86f2bba2e081,True,ambient,True,ambient,True,ambient,True,ambient,True,ambient
direct-gaussian-s07-a2,gaussian,7,2.0,scale,True,True,36,0.30889055132865906,73.44097990635782,8644c7e919c8541470abcd6ce1dc47e336fe1276e713a6fc0722986956b2e21e,True,ambient,True,ambient,True,ambient,True,ambient,True,ambient
direct-gaussian-s07-a4,gaussian,7,4.0,scale,True,True,40,0.3329404294490814,73.07839780393988,95a9df73d50356aaa6616088099c4404839e36d2eb2ce10994bcee7b6ed95aaf,True,ambient,True,ambient,True,ambient,True,ambient,True,ambient
direct-gaussian-s08-a1,gaussian,8,1.0,gaussian_density,True,False,55,0.30441656708717346,73.69711753446609,50ab6f9c1208857376f8d6a8aabaed66d6ea535d109a419cd21ea5de0884ad7e,True,ambient,True,ambient,True,ambient,True,ambient,False,ambient synthwave
direct-gaussian-s09-a1,gaussian,9,1.0,gaussian_density,True,True,32,0.3064025640487671,71.59933379292488,c9fcdf2a07e521da2c55b96d280c45dcd0270d8ba11584760ac51323651a0b8f,True,ambient,True,ambient,True,ambient,True,ambient,True,ambient
direct-gaussian-s10-a1,gaussian,10,1.0,gaussian_density,True,True,33,0.3043377101421356,73.23620703164488,e11ac74d49cf3fcec0167bb5291d0d3b061780ae97aae7478751304d37233d08,True,ambient,True,ambient,True,ambient,True,ambient,True,ambient
direct-gaussian-s11-a1,gaussian,11,1.0,gaussian_density,True,False,61,0.31396427750587463,72.0573888765648,b145fd98d43c32c596b596987ac74b7090589224db8e3ad5e359e131f77e3364,True,ambient,True,ambient,True,ambient,True,ambient,False,ambient synthwave
direct-gaussian-s12-a1,gaussian,12,1.0,gaussian_density,True,True,37,0.30580735206604004,73.6842504516244,1a7e6f2114f0840d94769369f5d0f5f25c5e802e575bdeb14a55c987bc4bcc71,True,ambient,True,ambient,True,ambient,True,ambient,True,ambient
direct-gaussian-s13-a1,gaussian,13,1.0,gaussian_density,True,True,37,0.33146485686302185,72.97578496020287,fe7f32597a1f85df62f9aad1758883617f266fbfdda3e843299e61ec41cfec34,True,ambient,True,ambient,True,ambient,True,ambient,True,ambient
direct-gaussian-s14-a1,gaussian,14,1.0,gaussian_density,True,True,33,0.301326721906662,72.86066051200032,4b5a7f3d1cecf64d7988d0005bbfc5aab0a4dd34202bcc140f50385d33d24403,True,ambient,True,ambient,True,ambient,True,ambient,True,ambient
direct-gaussian-s15-a1,gaussian,15,1.0,gaussian_density,True,True,35,0.30793526768684387,72.60614336840808,ca9255e51972f3e39d1cedb1180e1c19c5d1bc39c0b93f9ec0f9c6cefae5a74b,True,ambient,True,ambient,True,ambient,True,ambient,True,ambient
direct-gaussian-s16-a1,gaussian,16,1.0,gaussian_density,True,True,35,0.31246909499168396,73.10848289635032,e19371c42b40491083576b9b04513c470c79991ae60b08466f790b88dead884e,True,ambient,True,ambient,True,ambient,True,ambient,True,ambient
direct-gaussian-s17-a1,gaussian,17,1.0,gaussian_density,True,True,33,0.30312299728393555,72.07621741481125,797e9edd90902b54916029a1f046c217514738e26046a79bb3acc71bb63f9d1c,True,ambient,True,ambient,True,ambient,True,ambient,True,ambient
direct-gaussian-s18-a1,gaussian,18,1.0,gaussian_density,True,True,32,0.3034883439540863,72.45454957615584,a27f7d27d6a38685c9dd3ee0fb22a9a0728a207c2a8018b549618c6848a12288,True,ambient,True,ambient,True,ambient,True,ambient,True,ambient
direct-gaussian-s19-a1,gaussian,19,1.0,gaussian_density,True,True,36,0.30984917283058167,72.08959978912026,db7929a66448d242e12c63e5f33d4dd368f0dbd0b2b012744b0b0c4df6c189fd,True,ambient,True,ambient,True,ambient,True,ambient,True,ambient
direct-gaussian-s20-a1,gaussian,20,1.0,gaussian_density,True,True,32,0.2999589145183563,73.64350983221084,ffb485f85edb5999ac8f82d7a60c4da26848447eb6fcac30f7e1613d6beef944,True,ambient,True,ambient,True,ambient,True,ambient,True,ambient
direct-gaussian-s21-a1,gaussian,21,1.0,gaussian_density,True,True,33,0.30165719985961914,72.14262206107378,3e9c3b858af517b78eb862e627e830c89e39a20181586c9e3399a9b35cef2a7b,True,ambient,True,ambient,True,ambient,True,ambient,True,ambient
direct-gaussian-s22-a1,gaussian,22,1.0,gaussian_density,True,True,36,0.3156195282936096,73.42678832262754,854e18457a0fae710f50688f14426b275ecdebc0441cfd9e88949da3155cd100,True,ambient,True,ambient,True,ambient,True,ambient,True,ambient
direct-gaussian-s23-a1,gaussian,23,1.0,gaussian_density,True,True,45,0.3204335570335388,72.19695768598467,c5ae2c6136bfc9d4168d650f6bfdb8c9ff7999243b6c283dc2fac63bb7f82f16,True,ambient,True,ambient,True,ambient,True,ambient,True,ambient
direct-gaussian-s24-a1,gaussian,24,1.0,gaussian_density,True,True,40,0.3058726191520691,73.03244042024016,8f4f0ea370235273d8e37270033684964126e68d50edadfb80cd7f1d83415be2,True,ambient,True,ambient,True,ambient,True,ambient,True,ambient
direct-gaussian-s25-a1,gaussian,25,1.0,gaussian_density,True,True,34,0.31184837222099304,72.68675371352583,55ea0bcfc6701c75627549dc60f9831e60790b961bf77d88a4b2396d2206a3dc,True,ambient,True,ambient,True,ambient,True,ambient,True,ambient
direct-gaussian-s26-a1,gaussian,26,1.0,gaussian_density,True,True,32,0.29745447635650635,72.6657455842942,b8eb2987bed5680d05168c1f8eede88baee3f833dfabcd3817c927d68bc486d0,True,ambient,True,ambient,True,ambient,True,ambient,True,ambient
direct-gaussian-s27-a1,gaussian,27,1.0,gaussian_density,True,True,37,0.30813243985176086,72.28807857446373,ea47d78d86a59941e6363bdf7c94652af0987a9b34c8dddc0771e995ffb7baaa,True,ambient,True,ambient,True,ambient,True,ambient,True,ambient
direct-gaussian-s28-a1,gaussian,28,1.0,gaussian_density,True,True,37,0.30350667238235474,73.32038786076009,aa255d2605e97bd32b6a3cfc65613797724cfec1f57e328de00fc6a058e035ce,True,ambient,True,ambient,True,ambient,True,ambient,True,ambient
direct-gaussian-s29-a1,gaussian,29,1.0,gaussian_density,True,True,35,0.3069843351840973,73.9746882962063,953ef27ada7265f30b2bc66ae8e89cdc16442743f5eb88c23072bdf84c6c7c40,True,ambient,True,ambient,True,ambient,True,ambient,True,ambient
direct-gaussian-s30-a1,gaussian,30,1.0,gaussian_density,True,True,32,0.3022881746292114,73.74941487517208,88ce21a6488e4b63c8fd401525ff7fddc5cbe7765ab7e4b8defdfaa64ddeb57e,True,ambient,True,ambient,True,ambient,True,ambient,True,ambient
direct-gaussian-s31-a1,gaussian,31,1.0,gaussian_density,True,True,46,0.3571070432662964,72.57158145867288,d791be61b8b74300d19097d7de44685a425acc0c009d4b122702ee0c241da9b1,True,ambient,True,ambient,True,ambient,True,ambient,True,ambient
