optimizer_step,phase,loss_mean,loss_rolling_9,qa_loss_mean,identity_normalized_mean,gradient_norm_before_clip
94,balanced_transition,9.446120619773865,8.7043187535,12.105244159698486,1.46875,2.421261787414551
95,balanced_transition,10.283375054597855,8.9100763814,11.520285776683263,0.8125,28.167280197143555
96,balanced_transition,13.61360351741314,9.6465047482,12.97786121070385,2.54296875,7.249892234802246
97,balanced_transition,6.155526667833328,10.2749107414,7.446952223777771,1.5208333333333333,19.976118087768555
98,balanced_transition,12.718723267316818,10.2584128678,12.671115845441818,0.380859375,18.695396423339844
99,balanced_transition,8.504192352294922,10.7704227931,9.028228896004814,1.6119791666666667,13.894475936889648
100,balanced_transition,13.795490801334381,10.2106585006,15.690940380096436,0.52734375,4.88616943359375
101,balanced_transition,11.103969603776932,9.9621637132,13.75841780503591,1.5703125,7.153867244720459
102,balanced_transition,6.704713925719261,10.4322875010,6.704713925719261,,1.1996784210205078
103,balanced_transition,14.05420994758606,9.7268307010,18.189467430114746,1.0989583333333333,11.018037796020508
104,balanced_transition,5.245496422052383,9.4523145093,5.855344125202724,0.9765625,8.099853515625
105,balanced_transition,11.377150431275368,8.4631528225,12.929912992886134,0.5078125,16.689668655395508
106,balanced_transition,10.386640757322311,8.0326040553,12.842343926429749,2.0130208333333335,2.4499199390411377
107,balanced_transition,6.369612067937851,7.9039220677,8.111956715583801,1.142578125,0.9585176110267639
108,balanced_transition,6.033546626567841,7.3033606675,7.807098627090454,0.712890625,2.8462636470794678
109,balanced_transition,4.8930356204509735,7.6674327486,7.340575742721557,0.8138020833333334,6.882648944854736
110,balanced_transition,7.2290306985378265,7.7234294630,8.111079726900373,1.0546875,5.367399215698242
111,balanced_transition,5.546576038002968,8.2409381585,5.546576038002968,,10.024495124816895
112,balanced_transition,8.649157345294952,8.4407157915,13.082597064971925,0.945068359375,4.4547929763793945
113,balanced_transition,8.52214515209198,9.0966691590,10.755438327789307,1.822265625,0.7874916791915894
114,balanced_transition,11.88112086057663,10.2358849131,13.210120269230433,1.2890625,35.806480407714844
115,balanced_transition,15.044219017028809,10.0365556263,15.016264915466309,0.2236328125,3.364461660385132
116,balanced_transition,8.167610764503479,10.7770952417,12.373645973205566,1.1575520833333333,2.6626839637756348
117,balanced_transition,11.93712693452835,10.5296640148,13.025243282318115,1.4401041666666667,6.7393903732299805
118,balanced_transition,15.145977407693863,10.1168485367,14.882305532693863,2.109375,5.020744323730469
119,balanced_transition,5.435067117214203,9.6926550617,5.169442117214203,2.125,7.207218170166016
120,balanced_transition,12.211432576179504,9.2106760095,16.000334580739338,0.5631510416666666,22.19274139404297
121,balanced_transition,6.4222763031721115,9.1104203810,6.0814559906721115,1.36328125,12.824264526367188
122,balanced_transition,4.806805849075317,8.8534117887,6.152238527933757,0.7705078125,1.9551804065704346
123,balanced_transition,8.06337958574295,8.1283461832,9.08526863370623,0.91015625,10.589606285095215
124,balanced_transition,10.70640754699707,8.8139121913,16.618533325195312,0.8528645833333334,9.068473815917969
125,balanced_transition,7.265310108661652,8.1643285089,9.079658269882202,1.21484375,83.9908218383789
126,balanced_transition,9.624049603939056,8.7322278768,10.872239725930351,0.88671875,2.9001855850219727
127,balanced_transition,8.620386958122253,9.0543630852,9.801089559282575,0.35546875,23.92691421508789
128,balanced_transition,11.605161190032959,9.7345339639,12.60316412789481,1.5397135416666667,2.7637219429016113
129,balanced_transition,6.365179434418678,9.6613286883,7.889249662558238,1.1953125,2.9558215141296387
130,balanced_transition,11.533370614051819,10.1928561015,13.101195880344935,0.55859375,7.546235084533691
131,balanced_transition,7.706022724509239,10.1059881796,10.02274384101232,0.755859375,11.568690299987793
132,balanced_transition,14.184917494654655,10.3397863226,14.095684096217155,0.35693359375,22.28968620300293
133,balanced_transition,10.047560065984726,9.8450529195,10.017042487859726,0.244140625,5.763143062591553
134,balanced_transition,12.049056828022003,10.6914893720,13.266444410596575,1.17578125,5.817054748535156
135,balanced_transition,8.842238306999207,10.4607453412,10.039985520499092,0.22900390625,2.0326626300811768
136,balanced_transition,10.724570244550705,10.1494867636,13.61453115940094,2.0546875,2.1764745712280273
137,balanced_transition,7.1525605618953705,10.4732439170,11.053862524032592,0.650390625,9.417737007141113
138,balanced_transition,13.983107507228851,10.4204788986,13.764357507228851,1.75,5.5264105796813965
139,balanced_transition,9.456674337387085,10.8320961578,12.07634703318278,1.59765625,4.262413501739502
140,balanced_transition,4.904695525765419,10.5786027875,6.128135701020558,1.234375,5.514293670654297
141,balanced_transition,17.098731875419617,10.6021136642,16.819435000419617,1.1171875,16.175704956054688
142,balanced_transition,9.57267490029335,10.5838880920,10.09310167176383,2.96484375,5.105239391326904
143,balanced_transition,15.753612160682678,10.2171133492,20.507420380910236,0.9947916666666666,1.0489916801452637
144,balanced_transition,6.5607979744672775,9.7933396664,7.2737244708197455,1.5703125,3.8654589653015137
145,balanced_transition,10.936168134212494,10.1387811717,11.861759117671422,1.4856770833333333,11.405885696411133
146,balanced_transition,6.988530412316322,9.3200147367,7.702293685504368,1.9921875,11.837288856506348
147,balanced_transition,10.682134822010994,9.3481504834,12.112171939441136,0.671875,2.669443368911743
148,balanced_transition,5.642711192369461,8.1665952454,8.661345720291138,0.6116536458333334,8.35029125213623
149,balanced_transition,8.013669073581696,7.8557999664,8.378345012664795,1.8203125,6.153183460235596
150,balanced_transition,9.729833960533142,7.7181450079,10.970256669180733,1.046875,2.7116668224334717
151,balanced_transition,9.825896620750427,7.6955120133,11.024238995143346,1.4375,6.117488861083984
152,balanced_transition,5.119615018367767,7.1326369345,7.579665279388427,1.01953125,1.2505688667297363
153,balanced_transition,3.7636404633522034,7.8145410005,6.665952801704407,0.861328125,33.68319320678711
154,balanced_transition,9.697273507714272,7.9917981476,9.697273507714272,,1.732404351234436
155,balanced_transition,6.784833461046219,7.9048410373,8.696998000144958,0.6988932291666666,1.8668832778930664
156,balanced_transition,5.61625911295414,8.3121604340,6.380635414804731,0.265625,17.857431411743164
157,balanced_transition,11.779847785830498,8.6283101936,11.535707160830498,0.9765625,3.8891103267669678
158,balanced_transition,9.608983397483826,8.9348331988,12.654425779978434,0.47265625,4.453719139099121
159,balanced_transition,8.947219967842102,8.5526420507,10.144479070390974,0.56640625,4.833146572113037
160,balanced_transition,13.491771191358566,8.7892120481,17.69540846347809,0.5872395833333334,6.303062915802002
161,balanced_transition,7.964962854981422,9.4813134803,10.217606723308563,1.20703125,19.57335090637207
162,balanced_transition,6.522347509860992,8.9453947114,7.825369596481323,2.61328125,6.078242301940918
163,balanced_transition,6.2575531750917435,8.2477808032,6.2575531750917435,,12.992226600646973
164,balanced_transition,8.913963437080383,7.7174511850,13.249841499328614,1.265625,3.5771684646606445
165,balanced_transition,11.845172002911568,7.0657686475,11.845172002911568,,11.15592098236084
166,balanced_transition,6.956578865647316,6.7783837120,12.835032731294632,1.078125,1.6455880403518677
167,balanced_transition,3.3304582238197327,6.9990189373,4.709201908111572,1.0325520833333333,1.144222617149353
168,balanced_transition,4.174253404140472,7.0432272818,4.624369961874826,1.0234375,4.502144813537598
169,balanced_transition,7.62662835419178,6.4130657183,9.470921138922373,1.3958333333333333,1.5034234523773193
170,balanced_transition,5.378498435020447,6.3360380613,5.947078568594796,1.3984375,7.760091304779053
171,balanced_transition,8.508064538240433,6.8089988099,12.448840761184693,1.9401041666666667,1.2554763555526733
172,balanced_transition,6.655428275465965,7.5783658723,7.4884582076753885,0.82421875,7.440667152404785
173,balanced_transition,3.242509365081787,8.8284381992,4.766530609130859,0.7024739583333334,3.454406261444092
174,balanced_transition,11.151923090219498,8.2976328565,12.721896478107997,0.162109375,4.251587867736816
175,balanced_transition,11.213225603103638,8.5331375665,14.460082054138184,0.9817708333333334,10.445799827575684
176,balanced_transition,10.254761785268784,8.9518499739,9.932496160268784,2.578125,11.482202529907227
177,balanced_transition,15.424904346466064,8.8221617755,15.143654346466064,2.25,10.726999282836914
178,balanced_transition,2.8493802696466446,9.2881692896,3.8002193689346315,1.2646484375,12.47236156463623
179,balanced_transition,7.498040825128555,9.4320131292,8.276220764432635,1.025390625,6.958530426025391
180,balanced_transition,12.276476204395294,8.6381038245,13.736731733594622,1.02734375,8.860738754272461
181,balanced_transition,5.488234490156174,8.7737815562,6.030080488749912,0.84765625,41.64753341674805
182,balanced_transition,7.436576992273331,7.8754858789,8.12952549116952,1.29296875,9.555871963500977
183,balanced_transition,12.446517646312714,8.7683892449,14.199200970785958,0.177734375,23.972532272338867
184,balanced_transition,4.0680418610572815,9.0249655743,5.024316231409709,0.7994791666666666,3.142704963684082
185,balanced_transition,11.475861370563507,9.0101914042,12.970180852072579,1.015625,2.1966755390167236
186,balanced_transition,7.340243250131607,9.0375722614,9.36837120850881,0.8372395833333334,6.102194309234619
187,balanced_transition,10.885510563850403,9.2946657621,12.143708501543317,2.078125,2.315826416015625
188,balanced_transition,9.807227790355682,8.5630010582,12.457488616307577,1.2376302083333333,6.641979217529297
189,balanced_transition,12.143508672714233,9.0543750061,19.050121688842772,0.6324869791666666,9.693942070007324
190,balanced_transition,5.73466220498085,10.0963371197,6.388721091406686,1.15625,4.808038234710693
191,balanced_transition,9.75041849911213,10.6142715944,12.74534966548284,0.765625,3.5089058876037598
192,balanced_transition,5.861535310745239,10.1607298354,7.465771039326985,1.048828125,16.916446685791016
193,balanced_transition,8.490407392382622,9.7129190597,8.490407392382622,,71.40873718261719
194,balanced_transition,20.853520393371582,9.8649309162,32.53125762939453,1.04296875,13.029584884643555
195,balanced_transition,12.001653522253036,10.0388074401,15.724860946337381,0.83203125,2.864246129989624
196,balanced_transition,6.803634732961655,10.8029596541,8.628804643948873,1.328125,1.9900020360946655
197,balanced_transition,5.776930809020996,11.0883040279,7.531350453694661,0.513671875,9.915657043457031
198,balanced_transition,13.511615380644798,11.0865561565,13.131732568144798,1.51953125,4.938688278198242
199,balanced_transition,7.299550920724869,10.2088527812,9.099271019299826,1.2669270833333333,11.964863777160645
200,balanced_transition,16.627788424491882,9.5120058755,18.876512663705007,0.88671875,4.645347595214844
201,balanced_transition,8.429634675383568,9.4839541217,9.525051236152649,0.76171875,4.815809726715088
202,balanced_transition,8.474676549434662,9.1761798693,10.840421597162882,0.9182942708333334,4.384380340576172
203,balanced_transition,12.954190015792847,8.9204896771,16.670039812723797,1.2044270833333333,17.450246810913086
204,balanced_transition,5.730031371116638,8.8399576661,6.43253585270473,0.8125,6.650890350341797
205,balanced_transition,6.5511689484119415,7.7783605241,9.477182817459106,1.6744791666666667,10.331304550170898
206,balanced_transition,3.006962537765503,8.0198071996,3.2601893288748607,1.234375,3.773984909057617
207,balanced_transition,11.21040365099907,8.0567196376,12.308541672570366,1.76171875,3.1687257289886475
208,balanced_transition,6.57476282119751,7.6995022727,7.233043670654297,0.9833984375,13.214293479919434
209,balanced_transition,7.073414146900177,8.0538038512,10.787384510040283,0.8834635416666666,7.166107654571533
210,balanced_transition,10.602654755115509,8.2362716794,11.935400077274867,1.2734375,11.309385299682617
211,balanced_transition,8.806888490915298,9.3941496280,9.965685061046056,0.6953125,8.689061164855957
212,balanced_transition,9.73923373222351,8.8258192639,12.087207476298014,1.796875,2.9029242992401123
213,balanced_transition,8.918745577335358,9.3132425116,11.62343160311381,0.8046875,9.09560775756836
214,balanced_transition,8.193379402160645,9.5613394015,10.477891286214193,1.33984375,1.6617861986160278
215,balanced_transition,13.427864074707031,9.4434114794,15.274143763950892,0.50390625,39.02363586425781
216,balanced_transition,6.095430374145508,9.3677588933,7.524375915527344,1.2057291666666667,3.5845282077789307
217,balanced_transition,10.961572051048279,9.0314730340,11.963894844055176,1.3151041666666667,27.730857849121094
218,balanced_transition,9.30628615617752,8.6242933836,9.28834182024002,0.1435546875,2.838878870010376
219,balanced_transition,9.54130345582962,8.5853682276,12.164446274439493,1.671875,6.647344589233398
220,balanced_transition,8.126015216112137,7.6289198813,9.121137925556727,0.580078125,2.123354434967041
221,balanced_transition,6.712660998106003,8.1429530962,8.67124330997467,0.8369140625,123.50663757324219
222,balanced_transition,5.254128724336624,7.7520185593,6.549775799115499,1.3671875,8.343305587768555
223,balanced_transition,7.843052998185158,8.2794784589,7.843052998185158,,6.660873889923096
224,balanced_transition,4.81982895731926,8.1129103717,7.008601331710816,0.87890625,17.20508575439453
225,balanced_transition,10.721729308366776,7.7979903403,14.010971109072367,0.5693359375,9.858922004699707
226,balanced_transition,7.443161219358444,8.0970464365,7.270309656858444,1.3828125,4.027689456939697
227,balanced_transition,14.053425252437592,9.0002577421,14.053425252437592,,6.311652660369873
228,balanced_transition,8.042190670967102,9.0288861559,12.269653511047363,0.747314453125,5.582850456237793
229,balanced_transition,5.291734933853149,9.6267668141,5.317786352975028,2.5546875,1.9698597192764282
230,balanced_transition,9.404165863990784,9.3540093369,12.042794068654379,1.48828125,1.7381395101547241
231,balanced_transition,13.383030474185944,9.8419038223,15.237135274069649,0.404296875,11.463855743408203
232,balanced_transition,8.100708723068237,8.5634588401,10.369629859924316,0.8626302083333334,3.5617311000823975
233,balanced_transition,10.200754880905151,8.5936649938,13.436618487040201,0.4931640625,5.537806034088135
234,balanced_transition,8.266912013292313,8.3007246488,9.127586943762642,1.12109375,3.073728322982788
235,balanced_transition,11.834211587905884,8.3835263948,15.534808158874512,0.732421875,2.75569748878479
236,balanced_transition,2.547420412302017,7.6652937101,3.300857424736023,0.287109375,4.465506076812744
237,balanced_transition,8.314046055078506,7.6470362975,9.334356205804008,1.171875,6.013816833496094
238,balanced_transition,2.655271828174591,7.3921225369,3.166013479232788,0.7486979166666666,1.838625192642212
239,balanced_transition,10.149381577968597,7.2757713364,12.934852520624796,1.79296875,23.389863967895508
240,balanced_transition,6.918936312198639,7.3320956727,9.002917687098185,0.6669921875,3.34621000289917
241,balanced_transition,7.93639200925827,7.5191599031,11.718539714813232,1.224609375,4.140850067138672
242,balanced_transition,7.906531035900116,7.9376458095,7.906531035900116,,8.047442436218262
243,balanced_transition,7.219751209020615,8.2630756597,8.137304953166417,0.796875,3.489039659500122
244,balanced_transition,12.3411306142807,8.2781589462,15.954840819040934,1.0,34.016353607177734
245,balanced_transition,4.230998486280441,8.6708955417,4.703730412891933,0.921875,3.4172544479370117
246,balanced_transition,12.080419212579727,8.2559017854,18.636483240127564,1.1536458333333333,7.2597856521606445
247,balanced_transition,5.584140479564667,7.9162509226,6.928593556086223,1.0338541666666667,7.676088333129883
248,balanced_transition,10.28513115644455,8.0523718513,11.720674446650914,0.236328125,23.70432472229004
249,balanced_transition,10.453565672039986,7.4637135184,11.70809291090284,1.671875,15.509489059448242
250,balanced_transition,4.201448202133179,7.5287556135,6.298098373413086,0.70703125,9.955780982971191
251,balanced_transition,4.849673271179199,6.8023124586,4.849673271179199,,2.3663434982299805
252,balanced_transition,8.44483956694603,6.9895609832,16.15310686826706,0.736572265625,2.8541340827941895
253,balanced_transition,7.043205618858337,6.5776147116,10.71522274017334,0.9231770833333334,8.741643905639648
254,balanced_transition,4.816377341747284,6.0239074315,5.243270533425467,1.828125,3.581620931625366
255,balanced_transition,5.542430818080902,6.3276506364,6.914647340774536,1.42578125,1.6255868673324585
256,balanced_transition,7.269377201795578,6.6232461095,8.040002516337804,0.9375,3.038034677505493
